CURRENT_MINE_NAME,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,latitude,longitude
Ashley Quarry,Mark  Magruder,Magruder Limestone Co Inc,39.247222,-91.227777
Plant #33,Mathy Construction Company,Milestone Materials Div/Mathy Construction ,43.896388,-91.225
Plant #31,Mathy Construction Company,Milestone Materials Div/Mathy Construction Co,43.896388,-91.225
Plant #1,James L  Barrett,Barrett Materials Inc,38.608382,-91.219042
THOMPSON PIT,H E  Johnston Jr,"B & M B, Inc.",30.8375,-91.2175
Port Allen,Ed  Milner; Robert C  Overall Jr.,"Coastal Bridge Co., LLC",30.497777,-91.211666
MORGAN CITY GRINDING PLANT,Baker Hughes Inc,Baker Hughes Drilling Fluids,29.692222,-91.208333
Wyandotte Dredging,Barry L  Moore,Wyandotte Dredging,30.508333,-91.203611
Sperry Mine,USG Corporation,United States Gypsum Company,40.986389,-91.188056
Plant #17-Sullivan ,Mike K  Farmer; Elliot (Bud)  Farmer,Capital Quarries Inc,38.151388,-91.175833
Pea Ridge Resources,MFC Industrial LTD; Alberici Group Inc,Pea Ridge Resources,38.193333,-91.1725
Geode Wash Plant ,CRH PLC,Cessford Construction Co,40.733889,-91.169722
Stripping Crew #3,CRH PLC,Cessford Construction Company,40.733888,-91.169722
A-Plant,CRH PLC,Cessford Construction Company,40.733889,-91.169722
Black Rock Quarry ,Vulcan Materials Company,"Vulcan Constr. Materials, L.P.",36.140278,-91.158056
Portable Plant #2,Derrick K  Coleman,K & D Crushing Inc,37.643377,-91.151131
Spring Sand Plant,CRH PLC,Cessford Construction Company,40.736111,-91.142777
RICHARD J MERTENS INC,Michael  Mertens,Richard J Mertens Inc,38.811388,-91.141666
Buick Mine/Mill,Renco Group, The Doe Run Comp.,37.6325,-91.134722
Pattison Sand Company LLC,Lloyd B  Pattison,Pattison Sand Company LLC,42.894444,-91.132778
Viburnum #35 (Casteel Mine),Renco Group, The Doe Run Company,37.656389,-91.1225
Amelia Barite Plant,Schlumberger Ltd,M-I L L C,29.6575,-91.117777
Taylor Plant,Timothy J  Wuest,Badger Mining Corporation,44.319496,-91.117412
Brushy Creek Mine/Mill,Renco Group, The Doe Run Company,37.4925,-91.110833
Taylor Frac,Patrick  McConnell; James  Gelhar,Taylor Frac LLC,44.337466,-91.109332
Fletcher Mine and Mill,Renco Group, The Doe Run Company,37.466389,-91.109167
Augusta Plant,Hi-Crush Proppants LLC,Hi Crush Augusta LLC,44.667778,-91.102222
Viburnum #29 Mine,Renco Group, The Doe Run Comp.,37.755,-91.076667
Acme Materials Co,Brian  Hahn, Acme Materials Co,41.37,-91.076111
Northern Filter Media Plant & Dredge,Elizabeth  Noble; David F Reusswig,"Northern Filter Media, Inc",41.374491,-91.075917
Sweetwater Mine/Mill,Renco Group, The Doe Run Comp.,37.400833,-91.073611
Foley Quarry,Mark  Magruder,Magruder Limestone Company Inc,39.123333,-91.054444
S-S-S Dredge,Gerald W  Smith,S-S-S Inc,39.448888,-91.051388
Bunch Gravel Pit 1,Carl  Bunch,Bunch Gravel Company,30.865736,-91.015659
Wright City Quarry,CRH PLC,"BMC Stone, LLC",38.868611,-91.007222
Baton Rouge Plant,Ladd  Spring; Mark  Spring,Louisiana Cement Products LLC,30.571388,-90.995833
BAYWOOD PLANT,M D  Bryant Jr,"Southern Filter Media, LLC",30.597852,-90.994906
Havin Material Service Inc VA Mines,Lyn  Havin Schulte,Havin Material Service Inc Virginia Mine Div.,38.341388,-90.986111
Pocahontas Quarry,Mike K  Farmer; Elliot (Bud)  Farmer,"Capital Quarries Company, Inc.",36.301666,-90.980833
"LA Aggregate Materials, Inc.",Guy  Modica Sr,"LA Aggregate Materials, Inc.",30.583055,-90.971944
Crown-Bedrock Quarry Division,Michael  Steiniger; Joe  Rivet,Bedrock Quarry,38.908611,-90.966111
Magruder Limestone-Troy Quarry,Mark  Magruder,Magruder Limestone Co Inc,39.024444,-90.963611
Plant 6,VantaCore Partners LP,Southern Aggregates LLC Delaware,30.486944,-90.956111
Easterly Plant,R Lance  West,Cash Sand & Gravel Inc.,30.585311,-90.953294
Schiermeier Quarry Inc ,Jeffrey D  Kolb,Schiermeier Quarry Inc,38.644166,-90.936666
Linder Plant,A W  O'Quinn,"American Sand and Gravel, L.L.C.",30.531666,-90.930555
Moscow Mills Plant CS57,Riverstone Group,Central Stone Company,38.915203,-90.924837
"Almatis Burnside, Inc.",Almatis Holdings 1 BV,Almatis Premium Alumina,30.149444,-90.9225
O'Neal Quarry,John C  O'Neal,R L O'Neal & Sons Inc,40.330277,-90.918611
"Van Buren Stone Co., LLC.",Jason W  Gibbs; Terry L  Gibbs,"Van Buren Stone Co., LLC.",37.028333,-90.916388
JENKINS PIT,Maxwell L  Johnson III,AGGREGATE INDUSTRIES,30.605277,-90.915277
BIG CREEK QUARRY INC,C Scott  Hiebert; Todd  Barklage,Big Creek Quarry Inc,38.904239,-90.911388
Mears,Craig S.  Mears,"Mears Sand & Gravel, LLC",30.6525,-90.902777
Plant 7,VantaCore Partners LP,"Southern Aggregates, LLC Delaware",30.626388,-90.886388
NEW MELLE,"Fred Weber, Inc.","Bluff City Minerals, LLC",38.6775,-90.884722
Plant 1,VantaCore Partners LP,Southern Aggregates LLC Delaware,30.644444,-90.878888
"Tri-State Resources, L.L.C. Mine Site #1",John H  Sweeney; Nathaniel B  Page,"Tri-State Resources, L.L.C.",30.825277,-90.875
"Sparta, WI Plant",USS Holdings Inc,U S Silica Company,43.92,-90.853056
Central Stone Co (CS53),Riverstone Group,Central Stone Company,40.362777,-90.830555
Darlington Division,Bobby  Johnson; Don  Cave,"J & C Marine, LLC",30.839453,-90.825559
Bunch Gravel Pit 2,Carl  Bunch,Bunch Gravel Company,30.870371,-90.821857
DEFIANCE QUARRY,CRH PLC,"BMC Stone, LLC",38.671111,-90.810277
Florence Plant (CS33),Riverstone Group,Central Stone Company,39.607777,-90.805
Harvey Rock Plant 1,Ronald S.  Harvey,Harvey Rock,42.960277,-90.800277
JUNCTION QUARRY,Bruce  Callender,Callender Construction Company Inc,39.587222,-90.772222
Dredge Chesterfield,David J  Bangert,Gateway Dredging and Contracting LLC,38.931666,-90.746666
Dredge St  Charles,David J  Bangert,Gateway Dredging & Contracting LLC,38.931666,-90.746666
Dredge Gateway,David J  Bangert,Gateway Dredging and Contracting LLC,38.931666,-90.746666
Hunter Stone,Brad L  Colyott,Hunter Stone Co LLC,36.934166,-90.746666
Lincoln County Sand & Gravel Inc,Lincoln County-Mo,Lincoln County Sand & Gravel Incorporated,38.931395,-90.739963
Kent #3 Lease,Aubry L  Barber III; Lionel H  Barber,Barber Brothers Contracting Co LLC,30.870833,-90.734166
Pacific Plant ,USS Holdings Inc,U S Silica Company,38.483889,-90.724444
"Beck-Stein Services, Inc.",Dean M  Becnel,"Beck-Stein Services, Inc.",29.972222,-90.716666
White Oaks Sand & Gravel,CRH PLC,Apac TN Inc,35.249167,-90.710556
Drum Sand & Gravel Inc,Jeff  Drum,Drum Sand & Gravel Inc,35.606358,-90.704752
Jonesboro Plant 675,W Kent  Ingram,Razor Rock Materials ,35.8425,-90.7044
Davenport Plant,Lafarge S A,Lafarge North America,41.458333,-90.703611
Harrisburg Plant 671,W Kent  Ingram,Razor Rock Materials ,35.489331,-90.697693
Hedger Aggregates Incorporated,Leon  Hedger,Hedger Aggregate Inc,35.918055,-90.696666
Gads Hill Plant ,St Gobain,Gs/Bird/Certain Teed,37.154495,-90.695675
Linwood Mine,Mc Carthy- Bush Corp,Linwood Mining and Minerals Corporation,41.465278,-90.677222
Linwood Lime Plant,Mc Carthy- Bush Corp,Linwood Mining and Minerals Corporation,41.465278,-90.677222
Falcon Frac,Lewis Energy Group LP,"Falcon Completion Services, LLC",30.830738,-90.671764
"Aggregate Reclaimers, LLC",Margaret  Dawson; Richard Ryan  Dawson,"Aggregate Reclaimers,LLC",30.830833,-90.671666
Iron Mt Trap Rock Co,"Fred Weber, Inc.",Iron Mountain Trap Rock Company,37.695278,-90.640278
Freedom Portable Plant,Mike K  Farmer; Elliot (Bud)  Farmer,Capital Quarries Company Inc,37.576944,-90.635555
GARYVILLE PIT,Glen D  Smith; Gary L  Smith,Fill Materials LLC,30.099681,-90.629892
Missouri Red Quarries Inc ,Tom  Oglesby,Missouri Red Quarries Inc,37.597272,-90.627344
"Trap Rock and Granite Quarries, LLC",Frank J  Beelman III,"Trap Rock and Granite Quarries, LLC",37.597272,-90.627344
Panther Creek Mine,Paul  Salt,Panther Creek Sand LLC,44.56,-90.596111
DeWitt Shop,Manaco Corporation,Wendling Quarries Inc.,41.851923,-90.579766
"Mill Creek Mining, Inc.",Charles W  Brandt,"Mill Creek Mining, Inc.",41.453056,-90.571944
Anderson Sand & Gravel,Bruce A  Anderson,Anderson Sand & Gravel,41.800833,-90.568333
Cedar Springs Quarry,Arch  Johnston,Arch Johnston  Company Inc,38.165928,-90.567659
ALLIED STONE PLANT #30,Riverstone Group,RiverStone Group Inc,41.4475,-90.567222
ANTIRE QUARRY,Bussen Quarries Inc; Riverstone Group,BUSSEN QUARRIES INC,38.506693,-90.559757
Leclaire Portable Crusher #1,Riverstone Group,LeClaire Investments Inc,41.742222,-90.534167
Elvins Quarry & Mill ,Richard  Cash,Lead Belt Materials Company Inc,37.839722,-90.533333
"Valley Minerals, LLC",Tom  Hillman; Paul  Melnuk,"Valley Minerals, LLC",37.888889,-90.533056
P & J Sand & Gravel,John M  Durbin; Ronda  Durbin,P & J Sand & Gravel LLC,30.650277,-90.531111
"Amite Gravel, LLC",Beverly A  Liuzza,Amite Gravel LLC,30.671388,-90.525277
Hilltop Pit,Joel Oddee  Smith; James Ron  Smith,"Oddee Smith Construction, Inc.",31.590277,-90.522777
Gillman Plant 40,Martin J  Gillman III,"Gillman Enterprises, LLC",30.641666,-90.522222
Ranken Location,Mark T  Simpson; Michael G  Simpson,"Simpson Materials Company, LLC",38.543333,-90.520833
Albany-Cordova Plant  #1,Riverstone Group,River Stone Group Inc,41.507222,-90.513889
BRM LLC,Vernon J  Bauman,BRM LLC,37.889722,-90.510277
ST CHARLES PLANT,Lafarge S A,"Lafarge Aggregates Illinois, Inc.",38.755278,-90.501667
K & C Gravel,Kenny  Owens,Kenny Owens Gravel,30.611666,-90.493333
South Plant,Mark T  Simpson; Michael G  Simpson,"Simpson Materials Company, LLC",38.549167,-90.4925
THOMAS QUARRY,Bruce  Callender,Callender Construction Company Inc,39.609493,-90.487992
Diamond B Drude Pit,Bryan L  Bossier Sr,Diamond B Construction Co. LLC,30.776111,-90.485
"SGM Investments, LLC",John G  Melancon,"SGM Investments, LLC",30.854842,-90.481946
Daley Sand & Gravel,Tom  Daley,"Daley Sand & Gravel, Inc.",30.813977,-90.480576
MAP Gravel Pit,George H  Wilson; Peter A  Wilson,Barriere Construction LLC,30.804534,-90.480437
ANTONIA (CS56),Riverstone Group,Central Stone Company,38.368055,-90.480277
Quikrete Companys Inc.,Quikrete Holdings Inc.,Quikrete Companys Inc,38.550555,-90.478611
North Stone ,"Fred Weber, Inc.",Fred Weber Inc,38.734722,-90.463889
UNIMIN CORPORATION,S C R-Sibelco Nv,Unimin Corp,38.263638,-90.458588
VALLEY PLANT #7,Riverstone Group,River Stone Group Inc,40.734166,-90.453611
Little Gem Pit & Plant,John L  Schneider,Bellevue Sand & Gravel Co,42.3125,-90.437222
"Smart Sand, Inc.",Clearlake Capital Partners; Charles  Young,"Smart Sand, Inc",43.954644,-90.43321
"Tri-County Sand & Gravel, Inc.",Ralph  Baltz,"Tri-County Sand & Gravel, Inc.",36.230641,-90.433111
Washington County Aggregates Inc,Kelley C  Silvey,Washington County Aggregates Inc.,37.787222,-90.429722
BEVERLY SAND PIT #2,Albert  Phillip Sr; Beverly  Phillip,Beverly Construction LLC,29.989657,-90.425407
Hahnville Pit,Donald W  Wood Sr,Wood Resources LLC,29.989657,-90.425407
ST FRANCOIS QUARRY (CS54),Riverstone Group,Central Stone Company,37.780833,-90.421666
TRAUTMAN QUARRY,Mark A  Bussen,TRAUTMAN QUARRY,38.288055,-90.4125
Hi-Crush Wyeville Mine,Hi-Crush Proppants LLC,Hi Crush Wyeville LLC,44.05481,-90.411982
Lafarge Bridgeton,Lafarge S A,"Lafarge Aggregates Illinois,Inc",38.766944,-90.411389
WILLIAMSVILLE STONE CO,Colas S A,Williamsville Stone Company,36.763056,-90.406389
Hahnville Sand Pit,Byron E  Talbot,"Byron Talbot Contractor, Inc.",29.965556,-90.405556
Hammett Gravel Company-Yazoo  ,Harold P  Hammett Jr; Heyward C  Green,Hammett Gravel Company Inc,32.855,-90.405555
Hageman Plant,Winter Brothers Material Company,Winter Brothers Material Co.,38.470277,-90.400833
Hazlehurst Pit,William G  Yates Jr,Baldwin Sand and Gravel,31.860556,-90.395833
Larose Grinding Plant,Halliburton,Halliburton Energy Services,29.560483,-90.387143
Mississippi Sand Festus,Cemtech International Inc; Synergy Materials Inc,Mississippi Sand LLC,38.202222,-90.384167
H Sand & Gravel,Charles E  Smreker Jr,H Sand & Gravel,38.125556,-90.381389
Gramercy Facility,Noranda Aluminum Company,Noranda Alumina LLC,38.165,-90.380833
RIVERSTONE PERMANENT WASH PLANT,Riverstone Group,River Stone Group Inc,41.598888,-90.364444
Coor Springs Pit,Amy Sojourner  Eversole,Krystal Gravel Inc,31.9875,-90.356944
Willis Sand & Gravel,Larry J  Willis; Joseph M  Willis,Willis Sand & Gravel LLC,14.056038,-90.355328
Brookhaven Gravel  Pit,Lester  Williams,Dickerson & Bowen Inc,31.593055,-90.353055
Selma Plant Quarry & Mill,Buzzi Unicem S P A,Buzzi Unicem USA,38.174722,-90.3475
Associated Sand & Gravel,Bobby  Bryant,Associated Sand & Gravel,31.255079,-90.319328
Plant 4,Amy Sojourner  Eversole,Krystal Gravel,32.000833,-90.316111
CLEVELAND QUARRY PLANT #31,Riverstone Group,RiverStone Group Inc,41.500278,-90.315
St. Rose Sand & Gravel,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",29.949444,-90.313889
Butler Hill Granite (CS58),Riverstone Group,Central Stone Company,37.696111,-90.311388
Krystal Gravel,Amy Sojourner  Eversole,Krystal Gravel,31.943888,-90.296111
JEFFERSON BARRACKS,Bussen Quarries Inc; Riverstone Group,Bussen Quarries Inc,38.472692,-90.288169
Kimaterials Inc Kane,St Charles Sand Company,Kimaterials Inc,39.192033,-90.27754
Harmony Mine & Mill ,Heyward C  Green,Green Brothers Gravel Company Inc,31.929722,-90.277222
Midway Stone #45,Riverstone Group,RiverStone Group Inc,41.536944,-90.276667
Holcim Ste Genevieve Plant,Holcim Ltd,Holcim (US) Incorporated,38.061578,-90.267872
BAILEY,Blain Sand & Gravel Inc,"Blain Sand & Gravel, Inc.",31.911667,-90.266111
Plant 25B,Margie  Ellis; Pat  Ellis,"A-1 Sand & Gravel, LLC",30.941473,-90.262004
Hahn Quarry ,Robert A  Hahn; Chris  Timp,"Hahn Quarry Products, Inc.",42.428611,-90.258055
J P & Sons Dredging LLC,Marion  Phillips,J P & Sons Dredging LLC,29.956649,-90.235758
Fort Bellefontaine (CS31),Riverstone Group,Central Stone Company,38.82,-90.231666
Lohr Quarry,St Charles Sand Company,Kimaterials Inc,38.998632,-90.231557
Dredge,Donald W  Wood Sr,"Wood Dredging, LLC",29.943056,-90.228889
WOOD MATERIALS,Donald W  Wood Sr,Wood Resources LLC,29.943055,-90.228888
D & B Sand and Gravel,Lester  Williams,D & B Sand & Gravel Co Inc,31.925,-90.226388
Wood Materials - Harahan,Donald W  Wood Sr,Wood Resources LLC,29.920305,-90.209212
Brickeys Quarry,CRH PLC,Apac Tennessee Inc Brickeys Quarry,38.083889,-90.208889
Charah Limestone,Charles E  Price,Charah Inc,38.083888,-90.208888
"BASF Corporation-Jackson, MS",BASF AG,BASF Corporation,32.268333,-90.207777
Crenshaw Mine and Plant ,Imerys S A,Kentucky-Tennessee Clay Company,34.453333,-90.204722
Hammett Gravel Company Inc-Zeiglerville,Harold P  Hammett Jr; Heyward C  Green,Hammett Gravel Company Inc,32.94,-90.204444
Dupo Plant #9,Frank J  Beelman III,Columbia Quarry Company,38.520388,-90.198999
Coxburg Pit,William G  Yates Jr,Baldwin Sand and Gravel,32.983888,-90.197222
Dredge Crystal City,David J  Bangert,Gateway Dredging and Contracting LLC,38.613611,-90.188611
Roth Quarry LLC,Michael A  McCullough; Edward  Ring,Roth Quarry LLC,37.851111,-90.186944
Tower Rock St Co St Genevieve Fa,Jay E  Luhr; Michael  Luhr,Tower Rock Stone Company,37.851111,-90.186944
Construction Aggregate Supply,Jay E  Luhr; Michael  Luhr,"LUHR BROS., INC.",29.938333,-90.186388
Kinder Morgan Cahokia Terminals,Kinder Morgan Inc; Kinder Morgan Energy Partners,"Kinder Morgan Operating LP, C",38.603888,-90.184722
FALLING SPRINGS QUARRY,John E  Cramer,Falling Springs Quarry Company,38.543888,-90.164722
Franklinton Crusher Plant,George H  Wilson; Peter A  Wilson,Barriere Construction Company LLC,30.748893,-90.161419
Casper Stolle Quarry & Contracting Co,John E  Cramer,Casper Stolle Quarry & Contracting Co,38.544417,-90.16063
"Sun Minerals, LLC",Marvin D Bryant Jr,Sun Minerals LLC,30.847128,-90.153141
SGC Green Land,John B  Green,Standard Gravel Company,30.847222,-90.153056
Smith Sand & Gravel,Robert D  Smith,Smith Sand & Gravel Co.,30.847222,-90.153055
Springhill Operation,Lanny G  Crowe,Industrial Aggregates,30.847222,-90.153055
Green Lakes Plant,John B  Green,"Standard Gravel Co., Inc.",30.847222,-90.153055
Carbo Ceramics Marshfield Plant,Gary A  Kolstad,"Carbo Ceramics, Inc.",44.655243,-90.147593
Panther Creek Sand,Paul  Salt,Panther Creek Sand,44.655277,-90.143888
Marshfield Plant,ISA Operating Company LLC,"Completion Industrial Minerals, LLC",44.638055,-90.138055
Bella Rose,Albert  Phillip Sr; Beverly  Phillip,Beverly Sand and Aggregate,29.909167,-90.133611
Beverly Sandpit #3,Beverly  Phillip,Beverly Industries,29.909074,-90.133517
Bluff City Minerals,"Fred Weber, Inc.",Bluff City Minerals LLC,38.905833,-90.126944
Waterloo Plant #7,Frank J  Beelman III,Columbia Quarry Company,38.288888,-90.120277
"Gateway Sand & Gravel, Ltd.",Robert J  Buehne,Gateway Sand & Gravel Ltd,38.661388,-90.119166
Mississippi Lime Co-Prairie du Rocher,"Fred Weber, Inc.","Bluff City Minerals, LLC",38.099722,-90.111111
Earthworks  Site #1,Kevin J  Thieret; Ned S  Stanley,Earthworks Inc,37.88,-90.095277
Ind Aggs of the FL Parishes Plt #2,Lanny G  Crowe,Industrial Aggregates of the Florida Parishes,30.670555,-90.080833
Arab Stone Inc,Gene  Rhodes,Arab Stone  Inc,37.144774,-90.076212
"Lhoist North America of Missouri, Inc.",Lhoist Group,"Lhoist North America of Missouri, Inc",38.000278,-90.07
Mississippi Lime Company-Ste. Genevieve,Margaret J  Heckman,Mississippi Lime Company,37.977222,-90.068056
Plant #7,William J  Kraemer,The Kraemer Company LLC,43.279722,-90.044166
Lime Mill ,William J  Kraemer,The Kraemer Company LLC,43.279722,-90.044166
Big Cedar Stone Quarry,Edward J  Robinson,Big Cedar Stone,37.757337,-90.016258
Madison County Sand LLC,Shakespeare Oil Co Inc,Madison County Sand LLC,38.703611,-90.010278
MCLEAN SAND PLANT,John  Ferrell,"Metro Materials, Inc.",35.179166,-89.994166
Duplessis Sand Pit,Alex P  Duplessis,Leon Duplessis & Sons Inc,29.700468,-89.986854
Hardstone Pit #1,Robert G  Fischer; Francis P  Fischer,Fischer Quarry & Hauling LLC ,37.850826,-89.986671
Blackhawk Pit and Plant ,CRH PLC,APAC-MS INC,33.371111,-89.981388
St. Anthony,Lamont L  Murphy,"Murphy Dredging Co., Inc.",29.932222,-89.957777
Anderson Mine,Richard C  Moore Jr; Carey  Moore,Memphis Stone & Gravel Company,34.883056,-89.948889
Murphy Dredge,Cecile L  Murphy; Lamont L  Murphy,Murphy Construction Company Inc,29.940627,-89.940079
PARISH SAND LLC - Lower Coast Algiers Pit,Cecile L  Murphy; Lamont L  Murphy,"MURPHY CONSTRUCTION CO., INC.",29.916666,-89.932222
Manito West Side Sand,Michael  Cullinan,Manito Inv Co.,40.374166,-89.923611
Beverly Sandpit #4,Albert  Phillip Sr; Beverly  Phillip,Beverly Sand and Aggregate,29.927735,-89.918872
Smith Bros Gravel,David L  Smith; Mary Smith  Crockett,Smith Bros. Gravel,34.448055,-89.913333
CYPRESS PLANT,Shakespeare Oil Co Inc,Shawnee Stone LLC,38.413611,-89.893611
Nestle Purina Petcare Co Golden Prds Div,Gerald  Griffin,Griffin Contracting Company,36.9625,-89.864167
Bloomfield  Plant,Nestle S A,Nestle  Purina Pet Care,36.9625,-89.864166
Shay #1 Mine,Coalfield Transport Inc,MaRyan Mining LLC,39.205833,-89.862778
PERRYVILLE QUARRY,Lafarge S A,"Lafarge West, Inc",37.807222,-89.857222
Plant #1,Steven B  Simmons,Bogalusa Concrete Inc,30.79102,-89.848686
Isabel Operations,Lafarge S A,"Lafarge West, Inc.",30.791111,-89.848611
Ruleman's Sand & Gravel Plant #4,Scott E  Climer; Stephen F  Climer,"Ruleman's Sand & Gravel Plant #4, Inc.",35.548888,-89.8475
Fox Pen/Fly,Richard C  Moore Jr; Carey  Moore,Memphis Stone & Gravel Company,33.785556,-89.842778
Columbia Plant,Heyward C  Green,Green Brothers Gravel Company Inc,31.214722,-89.818055
Conagg Pit,Mark  Turley,Consolidated Aggregates LLC,30.582778,-89.785833
Custom Abrasives Picayune Plant,Warren A  Michael,Custom Abrasives LLC,30.590277,-89.783611
Quikrete Aggregates of Picayune,Quikrete Holdings Inc.,The Quikrete Companies,30.590277,-89.783611
Hickory Pit,Mass P  Blackwell,"Blackwell Aggregates, Inc.",30.441944,-89.781944
Emerson Quarry,Tom  Bennett,"Alliance Materials, Inc.",41.803888,-89.777222
NSA Wet Plant,Rick  Jones; Joe  Grech; Frank  Retjano,National Specialty Aggregates LLC,30.376026,-89.748397
HONEY ISLAND SAND PLANT,Arthur J  Geary,Pearl Aggregate Materials,30.376111,-89.748333
Honey Island Operations,Lafarge S A,Lafarge Aggregates Southeast Inc,30.376111,-89.748333
Ruleman's Sand & Gravel Inc,Scott E  Climer; Stephen F  Climer,Ruleman's Sand & Gravel Inc,35.509757,-89.74735
T & M Stone Quarry LLC,Leroy  Tarr; Wanda  Tarr,T & M Stone Quarry LLC,37.314094,-89.73939
Deadfall Pit,Cliff  Hunt,Standard Construction Company Inc,35.3577,-89.72493
Quikrete of Picayune,Quikrete Holdings Inc.,The Quikrete Companies,30.505555,-89.7225
Twelve Oaks Pit,Huey  Stockstill; Richard  Stockstill,"Huey Stockstill, Inc",30.506111,-89.720277
"Frac Diamond Aggregates, LLC",Ryan  Hess; Michel B  Moreno,Shale Support Services LLC,30.550555,-89.719166
North Plant,Richard C  Moore Jr; Carey  Moore,Memphis Stone & Gravel Company,35.33285,-89.718324
Quikrete Peoria,Quikrete Holdings Inc.,Quikrete Materials LLC,40.523888,-89.708611
Hawkeye Mine,Arch Coal Inc.; Franklin D.  Robertson; James O.  Bunn,"Knight Hawk Coal, LLC",38.073888,-89.704166
Indian Point Quarry,Heidelberg Cement AG,Hanson Material Service,40.004166,-89.698888
Frank Road Pit,Cliff  Hunt,"Standard Construction Company, Inc",35.069166,-89.696666
NICHOLS PIT,Cliff  Hunt,Standard Construction Company Inc,34.872318,-89.69064
Sand Processing Plant,Ryan  Hess; Michel B  Moreno,"Shale Support Services, LLC",30.507778,-89.687778
"Pekin Sand & Gravel, LLC",Derrek  Henry; Shawn  Henry,"Pekin Sand & Gravel, LLC",40.538055,-89.683055
Greystone Plant,Minnesota Mining & Manufacturing Company,Minnesota Mining & Manufacturing Company,45.055543,-89.680998
Santa Rosa Mine,Huey  Stockstill; Richard  Stockstill,Hutchinson Island Mining Corp.,30.4575,-89.675277
South Gate Aggregates,Richard  Burge; Randy  Burge,South Gate Aggregates,30.587222,-89.659722
Strack Excavating LLC. Site 2,Jo W  Strack,"Strack Excavating, LLC",37.486111,-89.656667
Lively Grove Mine,Prairie State Energy Campus Management Inc,Prairie State Generating Company LLC,38.283056,-89.654722
Capitol Sand ,Rodney A  Gallagher; Michael A  Gallagher,Capitol Sand & Gravel Company Inc,43.116111,-89.643889
Preparation Plant,Peabody Energy,"Peabody Midwest Mining, LLC",38.166388,-89.638055
Wausau Plant ,Minnesota Mining & Manufacturing Company,Minnesota Mining & Manufacturing Company,44.950164,-89.637703
Heartland Materials LLC,Danny  Dumey Jr; Richard  Hurst,Heartland Materials LLC,37.430833,-89.628055
Gateway Mine,Peabody Energy,"Peabody Midwest Mining, LLC",38.158333,-89.625
Black Hawk,Arch Coal Inc.; Franklin D.  Robertson; James O.  Bunn,Knight Hawk Coal LLC,38.089444,-89.600555
Kinkaid Stone Company,Edward T  Simonds,Kinkaid Stone Company,37.863596,-89.592903
A & A  Sand & Gravel,Danny E  Anderson; Marie A  Anderson,"A & A Gravel, Inc.",31.107222,-89.592777
Prairie Eagle,Arch Coal Inc.; Franklin D.  Robertson; James O.  Bunn,"Knight Hawk Coal, LLC",38.080555,-89.591111
Prairie Eagle-Underground,Arch Coal Inc.; Franklin D.  Robertson; James O.  Bunn,"Knight Hawk Coal, LLC",38.071389,-89.585556
Strack Excavating LLC,Jo W  Strack,Strack Excavating LLC,37.376111,-89.575277
Jordan,James O  Bunn; Franklin D  Robertson,"Elk Land Holdings, LLC",37.993055,-89.567777
"Seminole AG-Lime, Inc",Aggregate Resources LLC; MMJ LLC,"Seminole AG-Lime, Inc",37.224722,-89.541111
Southeast Missouri Stone Company,Colas S A,Southeast Missouri Stone Company,37.285556,-89.540278
Lone Star Quarry & Mill,Buzzi Unicem S P A,Buzzi Unicem USA,37.325555,-89.523611
Danz,Roanoke Concrete Products Company,Peoria Concrete Construction Company,40.775833,-89.522222
Wisconsin Rose Red,Michels Corporation,Michels Corporation,45.041388,-89.513333
Irions Pit,BSC Holding Inc,Galena Road Gravel Inc,40.922222,-89.512777
Rochester Sand & Gravel,Vulcan Materials Company,"Vulcan Construction Materials, L.P.",39.784722,-89.508611
Brenda Kay Sand LLC,Iola Quarry Inc,Brenda Kay Sand LLC,37.111933,-89.504241
"Oxford Sand Co., Inc.",Jerry K White,"Oxford Sand Co., Inc",34.384722,-89.498611
Shawnee Sand & Gravel ,Shakespeare Oil Co Inc,Shawnee Sand & Gravel ,37.718384,-89.485929
Deer Run Mine,Coalfield Transport Inc,Patton Mining LLC,39.145,-89.466389
Russell/Miller Portable No. 1,Robert A  Egert; Gary L  Egert,"Renner Quarries, Ltd.",41.78,-89.463611
Viper Mine,Arch Coal Inc,"ICG Illinois, LLC",40.003611,-89.449722
Creek Paum Mine,Arch Coal Inc.; Franklin D.  Robertson; James O.  Bunn,Knight Hawk Coal LLC,37.930555,-89.420833
NORWAY GROVE GRAVEL PLANT,Calvin R  Ziegler,Madison Sand & Gravel Company Inc,43.242978,-89.406952
Lacon Plant,Richard J  Walsh,Midwest Material Company,41.030555,-89.406944
HUTCHINSON ISLAND #1,Huey  Stockstill; Richard  Stockstill,Hutchinson Island Mining Corp,32.354722,-89.398611
Buckhart Sand & Gravel Co Inc,David P  Flatt,Buckhart Sand & Gravel Co Inc,39.763611,-89.389166
Carlyle Sand & Gravel-A LTD,Robert J  Buehne,Carlyle Sand & Gravel-A LTD,38.626944,-89.373055
Keyesport Sand & Gravel LLC,Iola Quarry Inc,Keyesport Sand & Gravel LLC,38.741227,-89.372164
Robbins Quarry,Robert A  Egert; Gary L  Egert,"Renner Quarries, Ltd.",41.715277,-89.362777
Henry,Ozinga Bros Incorporated,Ozinga Materials Inc,41.125833,-89.350277
