CURRENT_MINE_NAME,CURRENT_MINE_STATUS,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,PRIMARY_SIC,latitude,longitude
No 1 Strip,Abandoned,Collins Roy L,R & N Coal Company,Coal (Bituminous),37.5175,-83.7536
No 11 Strip Mine,Abandoned,James  Ward,Lewis Coal Company Inc,Coal (Bituminous),37.4681,-83.7528
No 1 Strip,Abandoned,Joseph Warney,Joseph & Finley Mining,Coal (Bituminous),37.2028,-83.7528
No 1 Surface,Abandoned and Sealed,Gregory Tom,T & E Coal Company Inc,Coal (Bituminous),26.8667,-83.7528
Dewitt Job,Abandoned,Edward  Tincher,Whymore Coal Company Inc,Coal (Bituminous),36.864722,-83.7525
Mud Lick,Abandoned,Douglas  Bingham,"Rimco, LLC",Coal (Bituminous),36.864722,-83.7525
Cross Roads Mine #1,Abandoned,Ballard Garrett E,Cross Roads Mining Company Inc,Coal (Bituminous),37.5069,-83.7519
No1 Prep Plant,Abandoned,Mays Neil,Kevin Coal Inc,Coal (Bituminous),37.4181,-83.7517
St Helens Tipple,Abandoned,Invesco International Corp,Cortland Coal Inc,Coal (Bituminous),37.4178,-83.7517
No1,Abandoned,Brandenburg Troy,B B W Coal Inc,Coal (Bituminous),37.4486,-83.7503
No 1 Strip,Abandoned,Bowling Jess & Bobby,Pine Knot Coal Company,Coal (Bituminous),37.25,-83.75
Manchester Tipple,Active,Lipari Energy,B & W Resources Inc,Coal (Bituminous),37.120833,-83.75
No 1 Mine,Abandoned and Sealed,Warren Dewey,Lick Branch Coal Company,Coal (Bituminous),36.85,-83.75
Prep Plant,Abandoned,Smith E Dennis,Ben Le Coal Corp,Coal (Bituminous),36.6439,-83.75
Island City,Abandoned,Philip J  Senechal,Stafland Energy LLC,Coal (Bituminous),37.366388,-83.749722
Orchard Branch Mine,Abandoned,Alan  Weed,Black Fire Coal Company LLC,Coal (Bituminous),37.235833,-83.748889
Curran Pit,Abandoned,Gregory H.  Causley,Causley Trucking Inc dba Causley Excavating,"Sand, Common",44.682777,-83.748888
United States Energy,Active,Scott M  Smith; Clyde V  Bennett,United States Energy LLC,Coal (Bituminous),37.119444,-83.748611
No 1 Strip,Abandoned,Renfro James M,Fire Ring Fuels Inc,Coal (Bituminous),37.1856,-83.7486
Mine No 3,Abandoned and Sealed,Croley A J,Becky Coal Corp,Coal (Bituminous),36.7653,-83.7486
#1 Mine,Abandoned and Sealed,Chaney John,Jacks Creek Coal Corp,Coal (Bituminous),37.2139,-83.7472
No 1,Abandoned and Sealed,Bruner Michael,Black Jack Coal Company,Coal (Bituminous),36.8564,-83.7472
No 1,Abandoned and Sealed,Bruner Michael,Black Jack Coal Company,Coal (Bituminous),36.8564,-83.7472
No 47,Abandoned and Sealed,Williams Companies Inc,Leeco Inc,Coal (Bituminous),37.1153,-83.745
No 6,Abandoned,Schweitzer Roy B,Apex Mining Inc,Coal (Bituminous),37.4717,-83.7447
"Ohio Stone of Lynchburg, Inc.",Intermittent,Jeffrey D  Hopkins; Joseph  Schottelkotte,Ohio Stone of Lynchburg Inc,Dimension Limestone,39.258611,-83.743056
Lynchburg Quarry,Abandoned,Fred B  Cox,Cox Paving Inc,"Crushed, Broken Limestone NEC",39.258611,-83.743055
Sylvania Stone Quarry ,Intermittent,Heidelberg Cement AG,"Hanson Aggregates Midwest, LLC","Crushed, Broken Limestone NEC",41.687222,-83.7425
Clinton County Limestone,Intermittent,Martin Marietta Materials Inc,Martin Marietta Materials,"Crushed, Broken Limestone NEC",39.507222,-83.7425
No 1,Abandoned,Keyser Terry,Keyser Enterprises Inc,Coal (Bituminous),37.0894,-83.7417
No 1 Mine,Abandoned and Sealed,Smith Basil,Vertura Corp,Coal (Bituminous),36.8472,-83.7414
Mine No 1,Abandoned and Sealed,Bingham Arnold B,Brushy Fork Coal Company Inc,Coal (Bituminous),36.8578,-83.7406
Surface #1,Abandoned and Sealed,Williamson Charles O,St Johns Mining Company,Coal (Bituminous),36.8581,-83.7397
No 1,Abandoned and Sealed,Williamson Charles O,St Johns Mining Company,Coal (Bituminous),36.8581,-83.7397
Mine No 4,Abandoned and Sealed,O A  Stump Jr,Arjay Mining Inc,Coal (Bituminous),36.5925,-83.7397
#1 Strip,Abandoned,Baker Robert,South Fork Leasing Inc,Coal (Bituminous),37.4489,-83.7394
No 1,Abandoned and Sealed,Lake Arvil & Larry Maynes,A & L Coal Company,Coal (Bituminous),36.8117,-83.7394
No 1 Strip,Abandoned and Sealed,Spade Tommy,Pucketts Creek Mining,Coal (Bituminous),36.6933,-83.7394
Surface,Abandoned and Sealed,Whitehead J L,Hedco Inc,Coal (Bituminous),36.8139,-83.7392
No 1 Surface,Abandoned,Lasley Timothy B,Brently Coal Company,Coal (Bituminous),36.8139,-83.7392
Four Mile,Temporarily Idled,Thomas R  Hamilton,Nally & Hamilton Enterprises Inc,Coal (Bituminous),36.816389,-83.739167
Blankinship Sand Co LLC,Intermittent,Milton O  Blankenship,Blankinship Sand Co LLC,Construction Sand and Gravel,34.079444,-83.739166
Macon Quarry ,Active,Vulcan Materials Company,"Vulcan Construction Materials, L.P.","Crushed, Broken Granite",32.98792,-83.738979
Pebworth Mine,Abandoned,James D  Napier,W M N Coal Inc,Coal (Bituminous),37.5139,-83.7389
Belle Center Plant,Active,CRH PLC,Shelly Materials Inc,"Crushed, Broken Limestone NEC",40.474166,-83.738888
No 1 Strip,Abandoned,Roberts Ronnie & Edward Smith,Triple R Coal,Coal (Bituminous),37.1653,-83.7375
Manchester Prep Plant,Active,Lipari Energy,B & W Resources Inc,Coal (Bituminous),37.115556,-83.736667
No 1 Strip,Abandoned,Dobbs Billy & Glen Lewis,D B Construction Company,Coal (Bituminous),37.2225,-83.7361
No 1,Abandoned,Reece Willard-Benny Todd,T & R Construction,Coal (Bituminous),37.4808,-83.7358
No 1,Abandoned,Centers Charles R & Curt Evans,Murco Coal Company,Coal (Bituminous),36.8111,-83.7356
No 1,Abandoned and Sealed,Wilson Robert,C C A Ventures Inc,Coal (Bituminous),37.4483,-83.7353
#1 Surface,Abandoned,James D  Napier,W M N Coal Inc,Coal (Bituminous),37.5078,-83.7347
Melvin Stone Co-Bowersville Plant,Intermittent,James P  Jurgensen,The Melvin Stone Co LLC,"Crushed, Broken Limestone NEC",39.662222,-83.734444
Sterling-107,Abandoned,Ray E  Collett; Richard  L  Collett,C & L Highwall Mining Partnership,Coal (Bituminous),36.592778,-83.734444
FLEMINGSBURG QUARRY,Active,Heidelberg Cement AG,"Hanson Aggregates Midwest, LLC","Crushed, Broken Limestone NEC",38.422222,-83.733888
Pioneer Tipple,Abandoned,Gary  Asher,Appolo Fuels Inc,Coal (Bituminous),36.625,-83.733333
No 1,Abandoned and Sealed,Augsburger Norman & David,New Panama Associates,Coal (Bituminous),37.1875,-83.7333
Auger No 2,Abandoned,Douglas M  Epling,Mountain Edge Mining Inc,Coal (Bituminous),35.928611,-83.731388
Auger No 1,Abandoned,Douglas M  Epling,Mountain Edge Mining Inc,Coal (Bituminous),35.928611,-83.731388
No 4 Mine,Abandoned and Sealed,Donnie T  Hoskins,Turkey Creek Mining Company,Coal (Bituminous),36.7664,-83.7311
Open Fork #5,Abandoned,Young Tollie,Creekview Coal Corp,Coal (Bituminous),37.5903,-83.7306
Waterville Stone Quarry,Intermittent,Heidelberg Cement AG,"Hanson Aggregates Midwest, LLC","Crushed, Broken Limestone NEC",41.489444,-83.730556
No 1 Strip,Abandoned,Justice Paul S,Justice & Gabbard Coal Company Inc,Coal (Bituminous),37.4667,-83.7292
Clay County No 1 Surface,Abandoned,Thornberry Rennie - Earl,Kentucky Gem Coal Company Inc,Coal (Bituminous),37.1917,-83.7292
HIGHLAND STONE,Abandoned,Heidelberg Cement AG,"Hanson Aggregates Davon, LLC","Crushed, Broken Limestone NEC",39.188611,-83.729166
No 5,Abandoned and Sealed,Nicholas  Saylor,F & D Coal Company Inc,Coal (Bituminous),36.8261,-83.7278
No 1,Abandoned,Frazier Robert B,Beaver Mining Inc,Coal (Bituminous),37.4867,-83.7275
Chesney Underground,Active,Carmeuse Holding SA,Carmeuse Lime & Stone,"Crushed, Broken Limestone NEC",36.223056,-83.7275
Chesney Surface,Intermittent,Carmeuse Holding SA,Carmeuse Lime & Stone,Dimension Limestone,36.223055,-83.7275
Lime Plant,Abandoned,Carmeuse Holding SA,Carmeuse Lime & Stone,Lime,36.223055,-83.7275
No 1,Abandoned,Evans Wendell,Carson Mining Inc,Coal (Bituminous),37.4544,-83.7258
#1 Wash Plant,Abandoned,Robert L  Rosencrans,Sturgeon Mining Inc,Coal (Bituminous),37.4544,-83.7258
Clay Co #3 Strip,Abandoned,James J  Kocian,Ikerd-Bandy Company Inc,Coal (Bituminous),37.0972,-83.7256
Clay County #1 Auger,Abandoned,Tommy G  Gambrel,Goldens Creek Enterprises Inc,Coal (Bituminous),37.097222,-83.725555
Cooksey Landfill No 1 Surface,Abandoned,Cooksey Harold,Cooksey Brothers Disposal Company Inc,Coal (Bituminous),38.365,-83.7253
No 25 Mine,Abandoned and Sealed,Phil  Young,Phil Young Mining Company,Coal (Bituminous),37.2264,-83.7253
Mine #7,Abandoned and Sealed,Robert M  Keen,Minton Hickory Coal Company,Coal (Bituminous),36.7922,-83.7253
No 1,Abandoned,Calloway Charlie Jr,Song Bird Coal Company Inc,Coal (Bituminous),36.7756,-83.725
No 2,Abandoned and Sealed,Larry  Daniel; Jimmy  Daniel,B D F Augering Company,Coal (Bituminous),36.7756,-83.725
Auger,Abandoned and Sealed,Brock John Henry,J H B Auger,Coal (Bituminous),36.7756,-83.725
No 1 Surface,Abandoned and Sealed,Williamson Larry,Tarzan Mining Company Inc,Coal (Bituminous),36.7,-83.725
Beattyville Surface 1,Active,Jefferson Adams  Bootes,Appalachian Mining LLC,Coal (Bituminous),37.564722,-83.724167
No 2,Abandoned and Sealed,Dezarn Denzil & Dale,Dezarn Coal Company,Coal (Bituminous),36.4314,-83.7183
No 1,Abandoned,Smith Denzil,Smith & Saylor Coal Company,Coal (Bituminous),37.2597,-83.7181
No 2,Abandoned and Sealed,Wagers Dewey,Little John Coal Company Inc,Coal (Bituminous),37.2403,-83.7181
No 1,Abandoned,Carter Larry,G & G Coal Company,Coal (Bituminous),36.8431,-83.7175
Hiawassee Quarry,Intermittent,Randy  Jordan; Chester  Patterson,Western Materials LLC,"Crushed, Broken Granite",34.902777,-83.7175
D & B Contractors,Abandoned,Berle  Gabbard,D & B Contractors,Coal (Bituminous),37.183333,-83.717222
No 1,Abandoned,Medlin Fred E,Allen Clay Coal Inc,Coal (Bituminous),37.4283,-83.7172
Clay County #1 1 Saddler Branch,Abandoned,Swanton Corp,Kenerco Corp,Coal (Bituminous),37.3106,-83.7167
No 1,Abandoned and Sealed,Krebs William J,Emodell Coal Company Inc,Coal (Bituminous),36.9631,-83.7167
Min-Dora,Abandoned,Dan  Chambers,Chambers Coal Company,Coal (Bituminous),36.7917,-83.7167
Min-Dora Preparation Plant,Abandoned,Heyman Frank C,Min-Dora Mining Company I Inc,Coal (Bituminous),36.7917,-83.7167
No 1 Surface,Abandoned and Sealed,A Y  Evans; Eugene  Gambrell,Evans & Gambrel Coal Inc,Coal (Bituminous),36.766667,-83.716667
Mine #1,Abandoned,Peters H W,H W Peters Company,Coal (Bituminous),37.4361,-83.7164
MIDWAY QUARRY,Active,Aggregates USA Holdings LLC,Aggregates USA LLC,"Crushed, Broken Limestone NEC",36.068055,-83.715833
The Melvin Stone Co LLC,Active,James P  Jurgensen,Melvin Stone Company LLC,"Crushed, Broken Limestone NEC",39.472222,-83.715555
No 17 Strip,Abandoned,Jasper Clyde,Jasper & Jasper Coal Company Inc,Coal (Bituminous),37.4567,-83.7153
Mine #2,Abandoned and Sealed,Mullins Clyde A-Carlos Maggard,Maggard & Maggard Coal Company Inc,Coal (Bituminous),36.7936,-83.7153
Island City Job,Abandoned,Brent E  Reed,"J R Mining, Inc.",Coal (Bituminous),37.368611,-83.715
Newberry #15,Active,Lipari Energy,B&W Resources Inc. ,Coal (Bituminous),37.2175,-83.714722
No 1,Abandoned,Peters Brown,Buck Creek Mining Inc,Coal (Bituminous),37.4514,-83.7144
No 1,Abandoned,Sizemore Ralph & James Mills,M & S Mining Company,Coal (Bituminous),37.2192,-83.7142
#2 Mine,Abandoned and Sealed,Bolen Aaron Doug,E & A Coal Company Inc,Coal (Bituminous),32.8167,-83.7136
Middlesboro Tipple,Active,Elmer  Kincaid Jr,"Premium Processing Co., Inc.",Coal (Bituminous),36.616944,-83.713333
Four Rivers Coal Inc,Active,Johnny  Bowling,Four Rivers Coal Inc,Coal (Bituminous),36.616666,-83.713333
No 7,Abandoned and Sealed,Paramount Drilling Corp,King Coal Company,Coal (Bituminous),36.7131,-83.7133
Hudson Sand Mine,Active,Curt B  Jamison,Atlanta Sand and Supply Co.,"Sand, Common",32.682778,-83.711944
Owsley Co #1,Abandoned,Tommy G  Gambrel,Goldens Creek Enterprises Inc,Coal (Bituminous),37.3667,-83.7119
Auger #1,Abandoned,James E  Wilson (TN),Southern Auger Inc,Coal (Bituminous),37.3667,-83.7119
Red Springs No 7,Abandoned and Sealed,Williams Companies Inc,Bell County Coal Corp,Coal (Bituminous),36.5894,-83.7114
Sandhill Coal Processing,Abandoned,Randall  Wagers,Sandhill Coal Processing Co.,Coal (Bituminous),37.104444,-83.710833
L P No 12 Mine,Abandoned and Sealed,Fred  Morgenstern; David  Morgenstern,L P Coal Company Inc,Coal (Bituminous),36.5892,-83.7108
No 1,Abandoned and Sealed,Mullins Clyde A-Carlos Maggard,Maggard & Maggard Coal Company Inc,Coal (Bituminous),36.9606,-83.7106
No 1,Abandoned,Hacker Scott,Stardust Mining Company,Coal (Bituminous),37.2667,-83.7097
River Coal & Dock,Abandoned,Adams Andy,Ky Resources Coal & Dock Inc,Coal (Bituminous),38.6428,-83.7089
Mine No 1,Abandoned and Sealed,Riggs Bobby,Riggs Mining Company Inc,Coal (Bituminous),36.8033,-83.7089
Cheyenne,Abandoned,Thomas R  Hamilton,"Nally & Hamilton Enterprises, Inc.",Coal (Bituminous),37.225,-83.708333
No 1 Strip,Abandoned,Owens Johnny,New Diamond Mining Company Inc,Coal (Bituminous),37.1764,-83.7083
No 1 Strip,Abandoned,Roberts Ronnie & Edward Smith,Smith Coal Company,Coal (Bituminous),36.9883,-83.7083
D And N Coal Company Mine #1,Abandoned and Sealed,Donnie T  Hoskins,D & N Coal Company Inc,Coal (Bituminous),36.6961,-83.7083
First Coal #2,Abandoned,Stephen  Moscicki,"First Coal, LLC.",Coal (Bituminous),37.49,-83.707778
No 1 Mine,Abandoned and Sealed,Morgan Thomas J,E G & M Coal Corp,Coal (Bituminous),36.7933,-83.7067
Fenton Sand & Gravel,Abandoned,Carol  Smith,Fenton Sand & Gravel,"Sand, Common",42.776944,-83.706388
#4 Clay Co Surface,Abandoned,Thornberry Danny,Thunderbird Coal Corp,Coal (Bituminous),37.1056,-83.705
No1,Abandoned,Bowling Jess & Bobby,Gerald Spurlock,Coal (Bituminous),37.2353,-83.7039
Immel Mine ,Active,Nyrstar NV,"Nyrstar Tennessee Mines, Strawberry Plains LLC",Zinc,36.065,-83.702778
No 1,Abandoned and Sealed,Brock Wayne,Brock Coal Company,Coal (Bituminous),37.2469,-83.7019
No 3 Mine,Abandoned and Sealed,Donnie T  Hoskins,Turkey Creek Mining Company,Coal (Bituminous),36.7853,-83.7019
No 1 Mine,Abandoned and Sealed,Bower Doug,Mill Creek Mining Inc,Coal (Bituminous),36.7853,-83.7019
Shannon,Abandoned,Ted  Taylor,Tds Coals Inc,Coal (Bituminous),36.7853,-83.7019
Preparation Plant #2,Abandoned,Currans Wayne,Curway Corp,Coal (Bituminous),37.2536,-83.7014
#1 Welcreek Coal Inc,Abandoned and Sealed,Stivers Charles,Welcreek Coal Inc,Coal (Bituminous),37.2536,-83.7014
No 1,Abandoned and Sealed,Bargo Swannie-Leonard Miller,Need More Energy Coal Company,Coal (Bituminous),36.9067,-83.7011
No 1 Preparation Plant,Abandoned,Asher T J,Valley Coal Inc,Coal (Bituminous),36.5339,-83.7006
Farmers Ridge Mine No 1,Abandoned,Quesenberry Gerald,Ace Coal Company Inc,Coal (Bituminous),37.533333,-83.7
#1 Surface,Abandoned,James  Ward,Lewis Coal Company Inc,Coal (Bituminous),37.5303,-83.7
Kincaid #2,Abandoned,Caudill John F,United Coal Company Inc,Coal (Bituminous),37.2503,-83.7
No 1 Strip,Abandoned,Wooton Don,Don Wooton Mining Corp,Coal (Bituminous),37.216667,-83.7
Mine #1,Abandoned,Young Robert,Robert Young,Coal (Bituminous),36.65,-83.7
Hincka Pit,Intermittent,Clarence L  Hincka Jr; William O  Hincka,Hincka Logging LLC,Construction Sand and Gravel,45.261944,-83.698888
"Sunset Sand & Gravel, LLC",Abandoned,Inge  Burdt; Peter M Konen,"Sunset Sand & Gravel, LLC",Construction Sand and Gravel,42.554166,-83.6975
Rocky Branch,Abandoned,H Stephen  Huey; Gary  Lovins,H & L Mining Inc,Coal (Bituminous),37.102778,-83.6975
Betty Bowman,Abandoned,Robert  Bean; John S  Sisk,Amerienergy LLC,Coal (Bituminous),37.431944,-83.696944
No I-211 Mine,Abandoned and Sealed,Howell Joe Jr,Ligon Preparation Company,Coal (Bituminous),37.4772,-83.6967
OWSLEY COUNTY # 2,Abandoned,Randall  Wagers,"SAND HILL PROCESSING, CO",Coal (Bituminous),37.448611,-83.696666
"SAND SOURCE, LLC",Abandoned,Melinda K  Brock,Sand Source LLC,Construction Sand and Gravel,36.761944,-83.695
No 1,Abandoned,Marshall Danny,Big River Coal Company Inc,Coal (Bituminous),37.3961,-83.6944
Eagle Crushed Stone,Active,Heidelberg Cement AG,"Hanson Aggregates Davon, LLC","Crushed, Broken Limestone NEC",39.01,-83.694166
Buno Road Plant,Active,Edward C  Levy Jr,American Aggregates Of Michigan Inc,Construction Sand and Gravel,42.546944,-83.692222
No 1 Strip,Abandoned,Sturgill Kenneth A,Sturgill Enterprises Inc,Coal (Bituminous),37.4556,-83.6917
Gray's Excavating Inc Mine #4,Abandoned,Marty Jay  Gray,Gray's Excavating Inc.,Coal (Bituminous),37.090555,-83.691388
#1,Abandoned,Quesenberry Gerald,Ace Coal Company Inc,Coal (Bituminous),37.5239,-83.6903
Mine No 1,Abandoned,Grande Edvard,Edvard Grande,Coal (Bituminous),36.6167,-83.6903
"Hanson Aggregates Davon, LLC Eagle Stone",Intermittent,Jeffrey D  Hopkins; Joseph  Schottelkotte,"Ohio Stone of Eagle, Inc",Dimension Sandstone,39.009444,-83.689166
Betty Bowman No2,Abandoned,Whalen Jacqueline & C E,J C W Mining Company Inc,Coal (Bituminous),37.4458,-83.6875
The Feldspar Corporation-Main Plant,Abandoned,Imerys S A,Kentucky Tennessee Clay Company,Feldspar,33.250278,-83.686944
Beattyville Plant,Abandoned,Nixon Dean,Tenkiller Mining Services Inc,Coal (Bituminous),37.3528,-83.6839
No 1 Surface,Abandoned,Smith Paul,J P W Company Inc,Coal (Bituminous),37.3625,-83.6833
S & B No 2,Abandoned and Sealed,Harold K  Simpson,S & B Coal Company Inc,Coal (Bituminous),36.8056,-83.6833
Log Mountain Tipple,Abandoned,Elmer  Kincaid Jr,Premium Processing Inc,Coal (Bituminous),36.6681,-83.6833
#1 Puddin,Abandoned and Sealed,Le Master Arnett,Puddin Coal Inc,Coal (Bituminous),37.2472,-83.6819
#1 Surface,Abandoned and Sealed,King Eddie,Jordon Coal Company,Coal (Bituminous),36.8742,-83.6817
Plant 2 AP35 Muir Road Pit,Intermittent,Dana G  Hayes,"Ashley Land Development Co., Inc.",Construction Sand and Gravel,42.550277,-83.681111
Milford Plant,Active,Robert  Guerin; Harold  Lipsitz,Natural Aggregates Corporation,Construction Sand and Gravel,42.548889,-83.680833
No 1,Abandoned and Sealed,Woodward Earnest,Woodward Coal Company Inc,Coal (Bituminous),36.805,-83.6808
No 1,Abandoned and Sealed,Lang Theo O,Lancaster Mining Company Inc,Coal (Bituminous),37.2722,-83.6806
Ohio Asphaltic Limestone Corp,Active,Miller Mason Paving Co,Ohio Asphaltic Limestone Corp,"Crushed, Broken Limestone NEC",39.246745,-83.680275
S & B #3,Abandoned and Sealed,Harold K  Simpson,S & B Coal Company Inc,Coal (Bituminous),36.8075,-83.6792
No 7 Mine,Abandoned and Sealed,Gary D  Fields,Topper Coal Company Inc,Coal (Bituminous),37.6575,-83.6775
No 1 Strip,Abandoned,Bouling Homer,Rockobilly Coal Company Inc,Coal (Bituminous),37.2867,-83.6769
No 1 Strip,Abandoned and Sealed,Carnes Ellis & Gary Gray,Renee Mining,Coal (Bituminous),36.8728,-83.6769
Zachariah #1,Abandoned,Denniston Dallas,Dumas Coal Company Inc,Coal (Bituminous),37.7114,-83.6761
TAWAS QUARRY,Active,Spangler Companies Inc,New NGC Incorporated,Gypsum,44.264166,-83.675277
No 1 Strip,Abandoned,Owens Bill,Willow Coal Inc,Coal (Bituminous),37.1028,-83.675
Booneville #1,New Mine,Jesse  Bowling,Erline Resources LLC,,37.476199,-83.674915
#1,Abandoned,Hensley James E & Daugh K White,H & W Coal Company Inc,Coal (Bituminous),37.5242,-83.6736
Maumee Quarry,Intermittent,CRH PLC,Stoneco Inc,"Crushed, Broken Limestone NEC",41.572222,-83.672778
No 1 Strip,Abandoned,Allen Curtis,Allen Coal Company,Coal (Bituminous),37.2583,-83.6722
No 1 Preparation Plant,Abandoned,Kincaid Elmer Sr,Elmer Kincaid Coal Company Inc,Coal (Bituminous),36.3417,-83.6722
Maysville Kiln Plant,Active,Carmeuse Holding SA; Lafarge SA,Carmeuse Lime & Stone Inc,Lime,38.599444,-83.671388
#1,Abandoned,Perkins Elmer & Larry Joe Roberts,Brandon Coal & Energy,Coal (Bituminous),37.2431,-83.6708
Maysville Mine,Active,Carmeuse Holding SA; Lafarge SA,Carmeuse Lime and Stone Inc,"Crushed, Broken Limestone NEC",38.611667,-83.670556
Prep Plant #1,Abandoned,Bruce J  Schnabel; James D  Klingbell,Independence Tipple Company,Coal (Bituminous),37.1681,-83.6694
No1,Abandoned,Bowling Jess & Bobby,Red Bird Mining,Coal (Bituminous),27.1367,-83.6694
No 1 Strip,Abandoned,Addison Clayton & Maurice Hubbard,Claybar Coal Inc,Coal (Bituminous),37.2825,-83.6692
#2 Mine,Abandoned and Sealed,Barnes Victor & Patsy,Barnes Coal Company,Coal (Bituminous),37.0361,-83.6681
No 1,Abandoned and Sealed,Cotton John,Whitehouse Inc,Coal (Bituminous),37.2494,-83.6669
#1 Wash Plant,Abandoned,Delorey John,Mt Henry Coal Company Inc,Coal (Bituminous),37.2494,-83.6669
Mine #1,Abandoned and Sealed,Delorey John,Mt Henry Coal Company Inc,Coal (Bituminous),37.2506,-83.6667
Lyn Log No 13,Abandoned,Williams Companies Inc,Mountain Clay Inc,Coal (Bituminous),37.116667,-83.666667
Auger Mine #8,Abandoned,G B  Hendrickson,B & H Coal Company Inc,Coal (Bituminous),37.116667,-83.666667
Colmar Tipple,Abandoned,Cyprus Amax Minerals Company,Cyprus Cumberland Coal Corp,Coal (Bituminous),36.65,-83.666667
 Ottawa Lake Quarry,Intermittent,CRH PLC,Michigan Materials and Aggregates Company,"Crushed, Broken Limestone NEC",41.750833,-83.666111
Mine No 1,Abandoned,Ellis B  Wilson,Botner Enterprises LLC,Coal (Bituminous),37.450833,-83.665555
Highland Plant,Intermittent,Edward C  Levy Jr,American Aggregates of Michigan Inc,Construction Sand and Gravel,42.694722,-83.665278
Dunigan Branch,Abandoned,Fultz O H,Unity Fossil Fuel Inc,Coal (Bituminous),37.5694,-83.6639
Durr Prep Plant,Abandoned,Durr R C,R C Durr Company Inc,Coal (Bituminous),37.6072,-83.6633
Mine No 1,Abandoned and Sealed,Asher T J,Responsible Coal Company Inc,Coal (Bituminous),36.6447,-83.6633
No 1,Abandoned,Woods Frankie L,L D & D Coal Company,Coal (Bituminous),37.2667,-83.6603
Dundee Quarry,Intermittent,Aggregate Industries PLC, Bill Smith S&G,Construction Sand and Gravel,41.997222,-83.66
J & L Drilling Mine #1,Abandoned,James  Parsons,J & L Drilling Inc,Coal (Bituminous),37.158333,-83.658333
Mine No 1 Surface,Abandoned and Sealed,Day Ules,Iron Ridge Fuels Inc,Coal (Bituminous),36.6472,-83.6556
No 3,Abandoned,Cochran Jeremy,Reliable Coal Company Inc,Coal (Bituminous),37.2597,-83.6553
Mine No 1,Abandoned,William B  Stapleton,R & S Coal Inc,Coal (Bituminous),37.259722,-83.654722
#1,Abandoned and Sealed,Abrol Prem P,Lucky Star Mining Inc,Coal (Bituminous),37.2781,-83.6547
Hector Branch Job,Abandoned,Edward  Tincher,Sunrise Construction & Excavation Inc,Coal (Bituminous),37.161111,-83.654166
#1,Abandoned,Laird T  Orr Jr.,Green Hill Mining Inc,Coal (Bituminous),37.161111,-83.654166
St. Helens Tipple,Temporarily Idled,James Michael  Morris Jr,Jackson Processing Inc,Coal (Bituminous),37.577222,-83.653611
No 1 Strip,Abandoned,Bessler Edd & Frank Stetter,Americoal Corp,Coal (Bituminous),37.41,-83.6522
No 1 Surface,Abandoned,White Sylvia,B P & W Minerals Inc,Coal (Bituminous),37.3178,-83.6522
Shannon #6,Abandoned,Ted  Taylor,Tds Coals Inc,Coal (Bituminous),36.7839,-83.6511
Portage Quarry,Active,CRH PLC,Stoneco Inc,"Crushed, Broken Limestone NEC",41.318333,-83.650277
Findlay Plant,Active,National Lime & Stone Co.,National Lime & Stone Company,"Crushed, Broken Limestone NEC",41.044444,-83.65
No 2 Surface (Shamrock),Abandoned,"Sunoco, Inc.",Shamrock Coal Company Inc,Coal (Bituminous),37.025,-83.65
#5,Abandoned and Sealed,Elmer  Kincaid Jr,Kincaid Mining,Coal (Bituminous),36.783888,-83.649444
Wessell No 4 Mine,Abandoned and Sealed,Swanton Corp,Kenerco Corp,Coal (Bituminous),36.7789,-83.6481
No 1,Abandoned and Sealed,Daniels Walter B,Tos-Aoh Mining Inc,Coal (Bituminous),36.7919,-83.6461
No 1,Abandoned and Sealed,Burke Richard,L & J Resources Inc,Coal (Bituminous),36.7869,-83.6458
No 5 Strip,Abandoned,Manning Kenneth Don,Manning Coal Corp,Coal (Bituminous),37.9417,-83.6444
Ervin Hill Enterprises Inc,Active,Mark A  Edenfield,Ervin Hill Enterprises Inc,Construction Sand and Gravel,39.176191,-83.641864
Tinsley Branch HWM 61,Active,Cox Enterprises; L C Management,Commonwealth Mining LLC,Coal (Bituminous),36.763333,-83.641667
No 1 Surface,Abandoned,Smith Curt-James Harris,S H M Coal Company,Coal (Bituminous),37.0583,-83.6403
#2,Abandoned and Sealed,Walker Sam,Walkco Coal Company,Coal (Bituminous),36.7878,-83.6389
Mine No 3,Abandoned and Sealed,Bennett Joetta W,J & T Mining Inc,Coal (Bituminous),36.7992,-83.6378
#1,Abandoned and Sealed,Henderson Bill-Joey Smith,Henderson Coal Company,Coal (Bituminous),36.7992,-83.6378
Mize Contractors Co,Abandoned and Sealed,Mize Lanious & Jack Rains,Mize Contractors Company,Coal (Bituminous),36.7992,-83.6378
No 1,Abandoned and Sealed,Bennett Joetta W,J & T Mining Inc,Coal (Bituminous),36.7147,-83.6378
#1 Surface,Abandoned,Dean Charles E,Dean Fuel Company,Coal (Bituminous),36.7819,-83.6375
Cherokee Mine,Active,CBEL Inc,Cherokee Brick & Tile Company,Fire Clay,32.806596,-83.637033
Clinchfield Plant Cemex Incorporated,Active,Cemex S A,Cemex Southeast LLC,Cement,32.411388,-83.636111
No 1,Abandoned and Sealed,Napier Daryl,Dawn Coal Corp,Coal (Bituminous),37.2764,-83.6358
