CURRENT_MINE_NAME,CURRENT_MINE_STATUS,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,PRIMARY_SIC,latitude,longitude
No 2 Mine,Abandoned and Sealed,Schmid Fred,Cooper Coals Inc,Coal (Bituminous),38.566666,-80.437777
Drennen No 2,Abandoned,Anderson James,Drennen Enterprises Inc,Coal (Bituminous),38.433888,-80.436111
Grants Creek Sand Pit,Active,Wayne  Cassavaugh,"Carolina Sand, Inc.","Sand, Common",35.710833,-80.435833
Perry Strips,Abandoned,Perry James-Dale & Donald,Perry Brothers Coal Company,Coal (Bituminous),41.2322,-80.4356
Dola Mine,Abandoned and Sealed,Majesty Coal Company,Glory Coal Company Inc,Coal (Bituminous),39.3761,-80.4339
Grassy Creek #1 Preparation Plant,Abandoned,Hawkins Denver A,Big Grassy Creek Coal Company,Coal (Bituminous),38.5503,-80.4339
Smoot Mine,Abandoned and Sealed,Crase Jay,Mountain Inc,Coal (Bituminous),38.44,-80.433888
Grassy Creek #3,Abandoned and Sealed,Hawkins Denver A,Big Grassy Creek Coal Company,Coal (Bituminous),38.55,-80.433333
Gauley #1 Prep Plant,Abandoned,Carpenter Michael R & Charles G Roberts Sr,Fork Lick Coal Processors Inc,Coal (Bituminous),38.433333,-80.433333
H,Abandoned and Sealed,Pittston Company,Ranger Fuel Corp,Coal (Bituminous),38.433333,-80.433333
Kerstan No 1,Abandoned and Sealed,Kerstan Corp,Kerstan Corp,Coal (Bituminous),38.183333,-80.433333
Flag Run Mine,Abandoned and Sealed,Majesty Coal Company,Glory Coal Company Inc,Coal (Bituminous),39.341666,-80.433055
Pine Bluff Mine,Active,Hamer P Thomas,"Palmetto Sand Co., Inc.",Construction Sand and Gravel,33.064444,-80.432778
Sandhill Pit / Ridgeville Pit,Active,James K  Austin,Austin Construction Company Inc.,"Clay, Ceramic, Refractory Mnls.",33.092647,-80.432652
Dola Fines Pile,Abandoned,L Nicholas  Stevens,Providence Trucking Company Inc,Coal (Bituminous),39.3022,-80.4294
Flag Run Mine,Temporarily Idled,William E  Konya; Steve A  Konya,Club Coal Inc,Coal (Bituminous),39.341388,-80.429166
SAWGRASS QUARRY,Active,OHL Group (Spain),OHLUSA,"Crushed, Broken Limestone NEC",25.943056,-80.428056
Shean Hill Mine,Abandoned,W Thomas  Mackall,Sterling Mining Corporation,Coal (Bituminous),40.1675,-80.428055
Palmer,Active,Lindy Paving Incorporated; Sweet Water Quarries LLC,Three Rivers Aggregates LLC,Construction Sand and Gravel,40.848333,-80.426666
Gp Blue Knob Surface,Abandoned,El Paso Energy Corp,Coastal Coal-West Virginia Llc,Coal (Bituminous),38.1314,-80.4261
No 6 Mine,Abandoned and Sealed,Suffridge James S,Star Coal Company Inc,Coal (Bituminous),38.1556,-80.4256
Nancy ,Active,Patrick H  Cunningham; Frank O  Cunningham,Ten-A-Coal Company,Coal (Bituminous),39.350556,-80.424444
Davison Mine,Abandoned and Sealed,W Thomas  Mackall,Sterling Mining Corp.,Coal (Bituminous),40.573611,-80.423611
Cravat Strip - Carrollton,Abandoned,Michael  Puskarich,Cravat Coal Company,Coal (Bituminous),40.420833,-80.423611
Oxford Mining Carroll Pits,Temporarily Idled,Charles C  Ungurean,Oxford Mining Co. LLC,Coal (Bituminous),40.420833,-80.423611
Peggs Run No 2,Abandoned,Cimba Michael Jr--Warren Hinks Jr & Jack S Courtne,Pegg'S Run Coal Company Inc,Coal (Bituminous),40.6253,-80.4222
Miami Cement Plant,Active,Cemex S A,"Cemex Construction Materials Florida, LLC",Cement,25.785556,-80.421111
SCL Quarry,Active,Cemex S A,"CEMEX Construction Materials Florida, LLC","Crushed, Broken Limestone NEC",25.785555,-80.421111
Harvey Mine,Active,CONSOL Energy Inc,Consol Pennsylvania Coal Company LLC,Coal (Bituminous),39.969444,-80.420833
Blizzard Run Mine,Abandoned and Sealed,Short Denver Jr,D Short Coal Company Inc,Coal (Bituminous),38.1564,-80.4194
Sandy Run ,Abandoned,F Browne  Gregg,South Carolina Minerals Inc.,Construction Sand and Gravel,32.991388,-80.419166
Frye-Ko No 1,Abandoned,Frye Roger,Frye-Ko Tipple Inc,Coal (Bituminous),39.3375,-80.4175
No 1 Surface,Abandoned and Sealed,Petitto Antonio Jr,Hide-Away-Farms,Coal (Bituminous),39.0694,-80.4167
Western Hickory Strip,Abandoned,Kurt E  Kerry,Western Hickory Coal Company Inc,Coal (Bituminous),40.916667,-80.416667
Shamrock Minerals Corp,Abandoned,Kurt E  Kerry,Shamrock Minerals Corp,Coal (Bituminous),40.916667,-80.416667
Starr,Abandoned,Blazer J J Construction Company,Key Coal Company Inc,Coal (Bituminous),39.5,-80.416667
No 11 Mine,Abandoned and Sealed,Beasley Industries Inc & John Mc Call Coal Co Inc,Spring Ridge Coal Company,Coal (Bituminous),38.45,-80.416667
Sewell Tipple No 2,Abandoned,Smith E P Tatum,Eastern Sewell Coal Company Inc,Coal (Bituminous),38.483333,-80.416666
Solitaire Tipple No 1,Abandoned,Belisle Wayne T,Solitaire Coal Corp Inc,Coal (Bituminous),38.483333,-80.416666
Kerry Coal Strips,Abandoned,Kurt E  Kerry,Kerry Coal Company,Coal (Bituminous),40.916389,-80.416389
Lady Monica,Abandoned and Sealed,Winsor Curt,Winsor Pitman Coal Company,Coal (Bituminous),38.4561,-80.4161
Hackers Creek Mine #18,Abandoned and Sealed,William E  Konya; Steve A  Konya,Miami Coal Company,Coal (Bituminous),39.3447,-80.4158
No 101 Surface,Abandoned and Sealed,Smith E P Tatum,Eastern Sewell Coal Company Inc,Coal (Bituminous),38.405,-80.4147
No 2 Mine,Abandoned and Sealed,Cooper William E,Natural Energy Inc,Coal (Bituminous),38.4358,-80.4139
Holcim (US) Inc Holly Hill Facility,Active,Holcim Ltd,Holcim (US) Incorporated,Cement,33.322777,-80.413611
SALISBURY PINK QUARRY,Active,Kurt M  Swenson,Carolina Quarries Inc,Dimension Granite,35.636111,-80.4125
No 1 Surface,Abandoned,Coleman Jack,Clark Mining Corp,Coal (Bituminous),38.405,-80.4083
Hustead #1,Abandoned,Lockard Roy G,Kelley Coal Company Inc,Coal (Bituminous),39.3225,-80.4075
GARDENIA WHITE GRANITE QUARRY,Active,Kurt M  Swenson,Carolina Quarries Inc,Dimension Stone NEC,35.551388,-80.406388
No 1-Mine,Abandoned and Sealed,Webster Coal Company Inc,Webster Coal Company Inc,Coal (Bituminous),38.4542,-80.4061
Bologna Mines,Abandoned,Bologna Ray,Bologna Mining Company,Coal (Bituminous),40.3822,-80.4042
Bologna Mines,Abandoned,Bologna Ray,Bologna Coal Company,Coal (Bituminous),40.3822,-80.4042
Mine #2,Abandoned,Lewis Robert M,Lewis Construction & Mining Inc,Coal (Bituminous),39.1847,-80.4042
Patriot Mining Co Inc,Abandoned,Arch Coal Inc,Patriot Mining Company Inc,Coal (Bituminous),39.1847,-80.4042
Gameland S E,Abandoned,Sean D  Taylor,Mulligan Mining Inc,Coal (Bituminous),40.382222,-80.404166
Crawford Strip,Abandoned,Crawford R Ronald & Raymond H,Crawford Coal Company,Coal (Bituminous),40.7628,-80.4039
Reclamation No 061,Abandoned,Robert E  Murray,Consolidation Coal Company,Coal (Bituminous),40.168055,-80.403333
Chieftain #2,Abandoned and Sealed,Shepler Thomas,Chieftain Development Company Inc,Coal (Bituminous),39.3275,-80.4033
Lifes Run,Abandoned,Shepler Thomas,Use Coal Inc,Coal (Bituminous),39.0619,-80.4025
Use Coal Inc,Abandoned and Sealed,Lockard Roy G,Use Coal Inc,Coal (Bituminous),39.0619,-80.4025
No 5 Mine,Abandoned and Sealed,Lang Lloyd L & James R,Perry Coal Company,Coal (Bituminous),39.206666,-80.402222
Avella Mine #1,Abandoned and Sealed,Hofrichter Thomas R,Avella Mining Inc,Coal (Bituminous),40.2706,-80.4019
Sunshine Rock,Abandoned,Amable  Falero; Jose M  Rodriguez,"Sunshine Rock, Inc.","Crushed, Broken Limestone NEC",25.576111,-80.401111
D'Arcangelo Site,Abandoned,Puhak R P,Cogs & Associates Inc,Coal (Bituminous),43.3958,-80.4
Pennbalt Cleaning Plant & Refuse,Abandoned,Brentzel Cathy,Penn Balt Inc,Coal (Bituminous),43.3958,-80.4
Fullerton,Abandoned,W Thomas  Mackall,Commercial Minerals Inc,Coal (Bituminous),40.066667,-80.4
Big Bull Mine No 1,Abandoned and Sealed,Mullens Junior L,Becks Run Coal Company,Coal (Bituminous),38.216667,-80.4
Sugar Tree Surface,Abandoned,El Paso Energy Corp,Coastal Coal-West Virginia Llc,Coal (Bituminous),38.1547,-80.4
Bear Run,Abandoned,Mc Cullough Ronald W,Mc Cullough Mining Inc,Coal (Bituminous),38.133333,-80.4
No 2 Mine,Abandoned and Sealed,Brown Robert,J L Mullens Coal Company Inc,Coal (Bituminous),38.2342,-80.3992
WHITE ROCK QUARRIES,Active,Vecellio Group Inc,White Rock Quarries,"Crushed, Broken Limestone NEC",25.938611,-80.398333
Bear Run Surface Mine,Abandoned,Delta Industries Inc,Delta Mining Inc,Coal (Bituminous),38.1756,-80.3975
#1 Tipple,Abandoned,Bane William H,Strawberry Energy Corp,Coal (Bituminous),38.420555,-80.397222
Laurel Creek Mine No 1,Abandoned,Mc Million Virgil & Jerry Hatley,Shaker Run Coal Company Inc,Coal (Bituminous),38.4408,-80.3961
Nailler Mine No 79,Abandoned and Sealed,Robert E  Murray,Consolidation Coal Company,Coal (Bituminous),39.545,-80.395833
Berlin #1 (Surface),Abandoned,Riffle Kenneth H & Frank Smith,R & S Mining Company,Coal (Bituminous),39.0711,-80.3956
Beaver Run Mine,Abandoned and Sealed,Fazenbaker Paul F Sr,Fork Lick Coal Processors Inc,Coal (Bituminous),38.4458,-80.3947
Acco Stone Co,Active,Doug  Dalton,Salem Stone Corp,"Crushed, Broken Limestone NEC",37.184949,-80.394291
Hamrick Run Coal Co #2,Abandoned and Sealed,Hewitt Clair,Hamrick Run Coal Company,Coal (Bituminous),38.2331,-80.3939
WHITE ROCK QUARRIES - SOUTH #2,Abandoned,Vecellio Group Inc,White Rock Quarries,"Crushed, Broken Limestone NEC",25.780555,-80.392777
Maben No 2 Mine,Abandoned and Sealed,Westmoreland Coal Company,Westmoreland Coal Company,Coal (Bituminous),37.6167,-80.3917
No 2 Mine,Abandoned and Sealed,Goff Mauriene,Radec Inc,Coal (Bituminous),38.8492,-80.39
JEFFERSON QUARRY,Active,Heidelberg Cement AG,"Hanson Aggregates Southeast, LLC","Crushed, Broken Granite",34.650155,-80.388957
White Rock Quarries - South,Active,Vecellio Group Inc,White Rock Quarries,"Crushed, Broken Limestone NEC",25.811944,-80.388888
South Fork No 2 Deep,Abandoned and Sealed,El Paso Energy Corp,Greenbrier Coal Company,Coal (Bituminous),38.1592,-80.3883
South Fork No 2 Deep (1),Abandoned and Sealed,El Paso Energy Corp,Coastal Coal-West Virginia Llc,Coal (Bituminous),38.1592,-80.3883
HIGHLAND PARK QUARRY,Active,Virginia Polytechnic Institute & State University,Va Tech Physical Plant,Dimension Limestone,37.2227,-80.3883
Miami Quarry,Active,Vulcan Materials Company,Florida Rock Industries Inc,"Crushed, Broken Limestone NEC",25.796944,-80.386666
Werner Mine,Intermittent,James R  Mayberry,Mayberry Sand & Gravel Inc,Construction Sand and Gravel,40.949722,-80.385555
Mine No 1,Abandoned and Sealed,Carpenter M Wesley,Lazy Ace Coal Company Inc,Coal (Bituminous),38.470555,-80.383611
Point Mountain Surface,Abandoned and Sealed,Carpenter M Wesley,E F A Inc,Coal (Bituminous),38.4706,-80.3836
No 1 Mine,Abandoned and Sealed,Belisle Wayne T,Solitaire Coal Corp Inc,Coal (Bituminous),38.55,-80.383333
Mine No 1,Abandoned and Sealed,Riffle Johanna M,Jim Dandy Coals Inc,Coal (Bituminous),30.0525,-80.383055
Mine No 2,Abandoned and Sealed,Riffle Johanna M,Jim Dandy Coals Inc,Coal (Bituminous),30.0525,-80.383055
Mill Fall Run Mine #1,Abandoned,Votaw Jeffrey C,Harrison Fuel Inc,Coal (Bituminous),39.4825,-80.3825
Dimaria Job,Abandoned,Bealko Bernard J & Maureen,J & B Coal Company,Coal (Bituminous),39.3825,-80.3825
#2 Appalantic Deep Mine,Abandoned and Sealed,Keeney Robert H,K & W Welding Inc,Coal (Bituminous),39.041666,-80.381944
Mikela Corp,Abandoned,Keeney Robert H,Mikela Corp,Coal (Bituminous),39.0214,-80.3819
Continental No2,Abandoned and Sealed,Radabaugh Austin Blaine,Proven Coal Reserves Inc,Coal (Bituminous),39.051388,-80.381666
Rider #1,Temporarily Idled,Jeffrey A  Goldizen,Gold Resources L L C,Coal (Bituminous),39.166389,-80.380278
Diamond Head Mine,Abandoned,Charles J  Nay,C & M Coal Contracting Inc,Coal (Bituminous),39.144444,-80.38
#1 Mine,Abandoned and Sealed,Martin Carl,Appalantic Corp,Coal (Bituminous),39.026944,-80.379166
Laurel Creek Mine #1,Abandoned,Mc Court Loye,Consolidated Management Inc,Coal (Bituminous),38.432222,-80.378888
2a Mine,Abandoned and Sealed,Cobb Richard,Marion Resources Inc,Coal (Bituminous),37.0264,-80.3783
No 1 Preparation Plant,Abandoned,Harper Dice,Ablution Coals Inc,Coal (Bituminous),39.3786,-80.3764
Dyers Run Surface Mine - West,Abandoned and Sealed,Dulaney Lowell J,Braxton Minerals Inc,Coal (Bituminous),38.4525,-80.3761
Myers #2,Abandoned,Myers Curt,Myers Coal Company Inc,Coal (Bituminous),39.3417,-80.3756
Mine #3,Abandoned and Sealed,Cooper William E,Natural Energy Inc,Coal (Bituminous),38.4742,-80.3756
Golden Ridge Surface Mine,Abandoned,Mc Call-John Coal Company Inc,Fork Lick Coal Processors Inc,Coal (Bituminous),38.4525,-80.3756
Lounder Mine & Bare #2 Mine,Active,Sean  Taylor,S & K Energy Inc.,Coal (Bituminous),40.380833,-80.375555
No 2-A Surface,Abandoned,Pittston Company,Sewell Coal Company,Coal (Bituminous),38.474166,-80.375555
Mt Clare No 1 Mine,Abandoned,Bramer Richard Mark,M & M Limestone Inc,Coal (Bituminous),39.375,-80.375
Mine #1,Abandoned,Guzzi James J,J & J Guzzi Enterprises Inc,Coal (Bituminous),39.125,-80.375
Lost Creek #1 Mine,Abandoned and Sealed,Steven M  Hite; Christopher L  Hite,Signal Resources Llc,Coal (Bituminous),39.1889,-80.3739
Coalburg No 1 Mine,Abandoned and Sealed,Eastern Gas & Fuel Association,Nu East Mining Corp,Coal (Bituminous),38.152777,-80.373611
South Fork No 1 Deep (1),Abandoned and Sealed,El Paso Energy Corp,Coastal Coal-West Virginia Llc,Coal (Bituminous),38.155,-80.3731
Loamy Sand and Gravel,Active,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc.","Sand, Common",34.523888,-80.3725
CHESTERFIELD QUARRY,Intermittent,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc.","Crushed, Broken Stone NEC",34.596111,-80.371666
Wampum ,Abandoned,Lindy Paving Incorporated; Sweet Water Quarries LLC,Three Rivers Aggregates LLC,"Sand, Industrial NEC",40.915555,-80.370833
PENNSUCO CEMENT PLANT,Active,Titan Cement Company S A,Titan Florida LLC,Cement,25.876944,-80.368889
PENNSUCO QUARRY,Active,Titan Cement Company S A,Titan Florida LLC,"Crushed, Broken Limestone NEC",25.876944,-80.368889
Palm Beach Aggregates LLC,Active,Michael  Klein,Palm Beach Aggregates LLC ,"Crushed, Broken Limestone NEC",26.714097,-80.3681
West Form Mine #1,Abandoned,Estanish William,Wsjj Inc,Coal (Bituminous),39.2064,-80.3678
Thomason #1,Abandoned,Key Doug,Clell Key Coal Company,Coal (Bituminous),38.8958,-80.3667
Robbie-B No 1 Mine,Abandoned,Carl R  Johnson,Taco Mining Company,Coal (Bituminous),38.416666,-80.366666
Point Mountain No 3 Tipple,Abandoned,Midland Resources Inc,Bemis Holding Company,Coal (Bituminous),38.416666,-80.366666
Gobel #2,Abandoned and Sealed,Staud Frank Joe,Shell Mining Company Inc,Coal (Bituminous),39.4944,-80.3664
Linger Run Mine,Abandoned,Coleman Russell D,C I T A Energy Inc,Coal (Bituminous),39.9967,-80.3661
Marion Fuels #1,Abandoned and Sealed,Morgan Joseph D & Gary D,Marion Fuels Inc,Coal (Bituminous),39.4336,-80.3644
Central Repair Shop,Active,Robert E  Murray,Consolidation Coal Company,Coal (Bituminous),39.463333,-80.364167
Mine No 1,Abandoned,Casto Ethnie F,D M G Inc,Coal (Bituminous),39.2161,-80.3633
Slak Mine,Abandoned,Zampatti David,Cougar Grant Mining Company Inc,Coal (Bituminous),40.3583,-80.3625
Robinson Run No 95,Active,Robert E  Murray,Consolidation Coal Company,Coal (Bituminous),39.402778,-80.3625
FEC QUARRY,Active,Cemex S A,"CEMEX Construction Materials Florida, LLC","Crushed, Broken Limestone NEC",25.878055,-80.361944
Community Coal Co Inc No 1,Abandoned and Sealed,Smith Vincent,Community Coal Company Inc,Coal (Bituminous),39.1942,-80.3619
#1 Mine,Abandoned and Sealed,Kimberly  Seabolt; Vickie  Seabolt,Vickie Energy Inc,Coal (Bituminous),38.146388,-80.360277
Northwest Gravel Company,Abandoned,Charles E Frey; Bradley J Frey,Northwest Gravel Company,Construction Sand and Gravel,41.988056,-80.36
One Lump,Abandoned,Mc Quaid William,One Lump Coal Company Inc,Coal (Bituminous),39.2653,-80.3597
Penn-Balt #3,Abandoned,Brentzel Cathy,Pittsburgh Mining Company Inc,Coal (Bituminous),40.3725,-80.3594
St Leo Mine,Abandoned and Sealed,Robert E  Murray,Consolidation Coal Company,Coal (Bituminous),39.6319,-80.3589
Bemis Ron,Abandoned,Hamilton Jack F,Hamdyn Coal Company Inc,Coal (Bituminous),38.426388,-80.358888
Mason - Dixon Mine,Temporarily Idled,CONSOL Energy Inc,Wolfpen Knob Development Company,Coal (Bituminous),39.685555,-80.358611
BREWER SAND,Active,Heidelberg Cement AG,"Hanson Aggregates Southeast, LLC",Construction Sand and Gravel,34.693056,-80.358611
Palladius Mining,Abandoned,Mc Million Joseph A,Mc Morris Inc,Coal (Bituminous),38.455,-80.358333
No 1,Abandoned,Sutton William J Jr,Union Grant Coal & Stone Inc,Coal (Bituminous),39.1272,-80.3583
WHITE ROCK SILICA SAND COMPANY INC.,Intermittent,James  Adzima,White Rock Silica Sand Company Inc,"Crushed, Broken Sandstone",41.380277,-80.357777
Simpson Mine,Active,Thomas Concrete Group AB,Thomas Cement,Cement,34.662778,-80.356389
Washie Road Sand Mine,Active,Cementos Portland Valderrivas S A,Giant Cement Company,Construction Sand and Gravel,33.179444,-80.356389
Cherry Valley Refuse,Abandoned,Stauffer Curtis D,Negley Recovery Corp,Coal (Bituminous),40.3472,-80.3556
Hammill Pit,Active,Jerry F  Hammill,Hammill Construction Company Inc,Common Clays NEC,35.489166,-80.354722
Enlow Fork Mine,Active,CONSOL Energy Inc,Consol Pennsylvania Coal Company LLC,Coal (Bituminous),40.077778,-80.353056
Jones Run Strip Mine,Abandoned,Conrad Billy J & Robert,Conrad Contractors,Coal (Bituminous),39.3861,-80.3528
Circle H,Abandoned and Sealed,Hollis Samuel L,Circle H Farms,Coal (Bituminous),39.3519,-80.3528
Bergoo #2,Abandoned,Hawkins Denver A,Webster Coal'S Inc,Coal (Bituminous),38.4692,-80.3528
Jumbo No 2,Abandoned and Sealed,Carpenter M Wesley,Lazy Ace Coal Company Inc,Coal (Bituminous),38.554166,-80.352222
Dyers Run Surface Mine - East,Abandoned,Helmick Robert H,Robert H Helmick Inc,Coal (Bituminous),38.4728,-80.3503
Beaver Run No 2 Mine,Abandoned and Sealed,Mc Call-John Coal Company Inc,Fork Lick Coal Processors Inc,Coal (Bituminous),38.45,-80.35
Chieftain #1,Abandoned,Shepler Thomas,Chieftain Development Company Inc,Coal (Bituminous),39.236666,-80.349444
Robinson Run #295,Abandoned,Anker Group Inc,King Knob Coal Company Inc,Coal (Bituminous),39.4017,-80.3483
Mine No 2,Abandoned,King Michael,Dan Webster Coal Company,Coal (Bituminous),38.223611,-80.347777
Petricca Coal Co,Abandoned,Petricca Eugene,Petricca Coal Company,Coal (Bituminous),40.3572,-80.3472
Ward Surface Mine,Abandoned,Ward Construction Co & M & O Coal Co,Ward Coal Company,Coal (Bituminous),39.2542,-80.3469
Upco Ward Tipple,Abandoned,Langford James E,Upco Coal Inc,Coal (Bituminous),39.2542,-80.3469
David,Abandoned and Sealed,Midland Resources Inc,Bemis Coal Company Inc,Coal (Bituminous),38.4456,-80.3469
Rupani Strip Mine,Abandoned,Rupani Charles B & Mildred,C & M Coal Company,Coal (Bituminous),40.3869,-80.3458
D P Southbound Strip,Abandoned,,"D P Southbound Coal Company, LLC.",Coal (Bituminous),39.280556,-80.344444
221 Site,Intermittent,Nick  Shilatz,Green Global Machine LLC,"Crushed, Broken Sandstone",40.135555,-80.343611
Flag Run #1,Abandoned and Sealed,John T  Markovich,M & J Coal Company Inc,Coal (Bituminous),39.419722,-80.339444
Dola Fines,Abandoned,Eskew Larry T,Carbon Dry Corp,Coal (Bituminous),39.419722,-80.339444
Blue Grass Mine,Abandoned,Salerno Albert,Farmers Construction Company Inc,Coal (Bituminous),39.4197,-80.3394
West Fork #1 Mine,Abandoned and Sealed,,Wsjj Inc,Coal (Bituminous),39.4197,-80.3394
Lone Tree,Abandoned,Cyzick Wanda Groves,Lone Tree Coal Corp,Coal (Bituminous),38.011111,-80.338888
Mcwhorter #2,Abandoned,Jeffrey A  Goldizen,United Coals Inc,Coal (Bituminous),39.1717,-80.3383
Carolina Rose Quarry,Abandoned,Kevin  Washburn,Appalachian Stone Company Inc,Dimension Slate,36.317222,-80.337222
Jim Houk Mine #1,Abandoned,Cemex S A,Cemex Incorporated,"Crushed, Broken Limestone NEC",40.901944,-80.336944
Sunvalley Mine,Abandoned,Hays Dale E,Shannon Coal Company Inc,Coal (Bituminous),39.2814,-80.3369
Fintec 540 Screening Plant,Intermittent,Larry G  Kebert,Meadville Redi-Mix Concrete,Construction Sand and Gravel,41.668888,-80.336666
"Lakeland Sand & Gravel, Inc",Intermittent,James  Adzima,"Lakeland Sand & Gravel, Inc.",Construction Sand and Gravel,41.558611,-80.336111
B & E #1 Strip,Abandoned,Claypool Ernest R,B & E Contracting Company Inc,Coal (Bituminous),39.2917,-80.3347
Jesse Run Job,Abandoned,James H  Atkinson,Bridgeport Mining Company,Coal (Bituminous),39.0733,-80.3344
Carolina Stalite Company-Stalite Mill,Active,Frances H  Johnson,Carolina Stalite Company,Common Shale,35.506666,-80.334166
Kimberly Mine No 1,Abandoned and Sealed,Eckenberger Jim D,Kimberly Coal Mines Inc,Coal (Bituminous),38.835555,-80.333888
No 1,Abandoned and Sealed,Cooper William E,Natural Energy Inc,Coal (Bituminous),38.4175,-80.333888
Glen W Duff,Abandoned,Duff Glen W,Glen W Duff,Coal (Bituminous),40.933333,-80.333333
No 1 Strip,Abandoned,Burge Billy E,Milford Mining Company Inc,Coal (Bituminous),39.25,-80.333333
Mountaineer No 4 Mine,Abandoned and Sealed,Stephen D  Halsey; Carl A  Hamilton,Mountaineer Coal Company Inc,Coal (Bituminous),37.916667,-80.333333
Berlin #1 Mine,Abandoned,Frye Roger,Bristol Mining Inc,Coal (Bituminous),39,-80.3331
Jack Run #1,Abandoned,Kelley Paul W,Jack Run Development Inc,Coal (Bituminous),39.3189,-80.3311
Wampum Plant Cemex Inc,Abandoned,Cemex S A,"CEMEX Const Materials Atlantic, LLC","Crushed, Broken Limestone NEC",40.880833,-80.329722
Haywood Tipple,Abandoned,Jeffrey A  Goldizen,United International Inc,Coal (Bituminous),39.377777,-80.327777
Baughman Run No 2,Abandoned,Dulaney Lowell J,Dakota Creek Corp,Coal (Bituminous),38.469444,-80.327222
Mine #4,Abandoned and Sealed,Mc Court Loye,K & C Coal Company Inc,Coal (Bituminous),38.436111,-80.327222
Williams 1,Temporarily Idled,William B  Spence,Coal Valley LLC,Coal (Bituminous),39.416667,-80.326667
Mary Ann Tipple,Abandoned,Casella Peter J,Casella Construction Company Inc,Coal (Bituminous),39.0042,-80.325
Gold Hill,Active,Vulcan Materials Company,"Vulcan Construction. Materials, L.P.","Crushed, Broken Traprock",35.507554,-80.323982
Clark Strip,Abandoned,Fresa M R,Fresa Construction Company,Coal (Bituminous),39.2819,-80.3219
Piedmont Sand ,Active,Jeffrey  Goodman,Piedmont Sand Co,Construction Sand and Gravel,34.766378,-80.320908
LT106-002-Marriottsville,Intermittent,H B Mellott Estate Inc,Mellott Company,"Crushed, Broken Limestone NEC",40.889167,-80.320556
McMillin,Intermittent,John M  Stilley,Amerikohl Aggregates,Dimension Limestone,40.889166,-80.320555
McDonald Sand & Gravel Pit 1 ,Abandoned,Dan W  McDonald,McDonald Sand & Gravel,Construction Sand and Gravel,41.979444,-80.320277
No 2 Mine,Abandoned,Stand Frank J,Mountain Energy Corp,Coal (Bituminous),38.5833,-80.3186
Meadowbrook,Abandoned,Alvarez John & Joseph,Alvarez Coal Company,Coal (Bituminous),39.3536,-80.3181
No 1 Strip,Abandoned,Casella Peter J,Breckenridge Corp,Coal (Bituminous),39.3175,-80.3175
Bedford Tipple,Abandoned,Bedford Coal Company,Bedford Coal Company,Coal (Bituminous),38.4269,-80.3167
No 1 Mine,Abandoned and Sealed,Bane William H,Bane Mining Inc,Coal (Bituminous),38.45,-80.316667
East Run Surface Mine No 1,Abandoned,Ester  Efaw,Hidden Valley Estates Golf Course Inc,Coal (Bituminous),39.4975,-80.312222
Gold Hill Mine,Intermittent,Michael B  Foster; James E  Rankin,Statesville Brick Company,Common Shale,35.500277,-80.311388
Norton Strip,Abandoned,Norton Edward,Norton Mining Company,Coal (Bituminous),40.9208,-80.3111
O'Donnell No20,Abandoned and Sealed,Robert E  Murray,Consolidation Coal Company,Coal (Bituminous),39.4789,-80.3108
Salt Run Mine #1,Active,Robert E  Murray,Ohio American Energy Incorporated,Coal (Bituminous),40.251389,-80.308333
Mobile Auger # 1 (VMI unit # 50),Temporarily Idled,Mary J  Brown,"Valley Mining, Inc.",Coal (Bituminous),40.251388,-80.308333
No 6 Mine,Abandoned and Sealed,Moore Eugene,E & S Coal Company Inc,Coal (Bituminous),39.3267,-80.3078
Taylor,Intermittent,Ronald A.  Rizzo,"Terra Resources, LLC",Construction Sand and Gravel,41.269166,-80.307777
Dimaria Job,Abandoned,Carl  Carbonara; Donna C  Chico,Mon-Go Mining Inc,Coal (Bituminous),39.3906,-80.3064
Jerry Run Mine,Abandoned,Thompson James W,Thompson Coal & Construction Inc,Coal (Bituminous),39.1742,-80.3044
Toth Mine,Abandoned,Sobotka Ruth Ellen,Black Carbon Fuels Inc,Coal (Bituminous),40.3972,-80.3042
Roman Mine,Abandoned,Robert B  Goodall,Robert B Goodall,Coal (Bituminous),40.397222,-80.304166
Blazed Fork Surface Mine,Abandoned,Westmoreland Coal Company,Elk River Sewell Coal Company,Coal (Bituminous),38.4633,-80.3039
Auger Mine #3,Abandoned and Sealed,Hall Dale,Elk River Resources,Coal (Bituminous),38.4633,-80.3039
Bear Mountain Operation,Abandoned,Harris  Holt,"SRP, LLC",Coal (Bituminous),39.058333,-80.303333
Jesse's Run Cleaning Plant,Abandoned,Robert R  Jeran,Roblee Coal Company,Coal (Bituminous),39.083333,-80.302777
Mudlick Deep Mine,Abandoned and Sealed,Falk Connie,C P & S Inc,Coal (Bituminous),38.4625,-80.3025
Joanne Mine,Abandoned and Sealed,Eastern Gas & Fuel Association,Eastern Associated Coal Corp,Coal (Bituminous),39.5194,-80.3022
Sewell No 1,Abandoned and Sealed,Harry C  Marson IV,Marson Coal Company Inc,Coal (Bituminous),38.5681,-80.3022
M R S Inc Mine 31,Abandoned,Sears Stanley M,M R S Inc,Coal (Bituminous),39.5292,-80.3019
