CURRENT_MINE_NAME,long_false,latitude,longitude
Jackson Plant,74.334166,40.050277,-74.334166
Jackson Mountain,78.987222,39.520556,-78.987222
Jackson Material,88.91557,45.364489,-88.91557
"Jackson Excavation, Inc.",111.544167,38.340833,-111.544167
Jackson Creek Sand,88.128333,30.939166,-88.128333
Jackson County Screen #45,106.285556,40.735278,-106.285556
Jackson Bridge 1,80.658333,38.544722,-80.658333
Jackson ,78.987778,39.514167,-78.987778
Jack's Pit,70.001093,43.95744,-70.001093
Jack's Mountain Quarry,79.773631,36.994206,-79.773631
Jack Wells Pit,71.892341,43.47081,-71.892341
Jack Plant,77.502573,37.197882,-77.502573
JACK OWEN CONST.,85.602364,40.551217,-85.602364
Jack Himelick Gravel Co. Inc.,85.523055,40.451944,-85.523055
Jack Hilliard Materials,97.295833,30.954722,-97.295833
J.W. Hampton Recycling,81.624166,36.225,-81.624166
J.C. Plant,84.405,32.488055,-84.405
J.C. CRUSHER,110.3625,46.879722,-110.3625
J. MASLACK GREEN,72.577778,44.558889,-72.577778
J. Herman Tabet Veguita Pit,106.776388,34.662777,-106.776388
J&J Stone Pit #1,105.224166,38.470555,-105.224166
J Santoro Pit & Plant,71.539167,41.880556,-71.539167
J R Vinagro Pit,71.550277,41.870833,-71.550277
J R Aggregates,85.354444,43.937777,-85.354444
J R  Rosa,112.484166,35.225,-112.484166
J P & Sons Dredging LLC,90.235758,29.956649,-90.235758
J Melone & Sons Incorporated,71.480012,42.426595,-71.480012
J L Sherman Excavation Co,117.043333,48.179722,-117.043333
J L S Permanent Jaw Crusher ,123.034538,46.182472,-123.034538
J F ALLEN CO AGGREGATES QUARRY,79.901111,38.930555,-79.901111
J Donovan & Son Incorporated,71.3825,42.407222,-71.3825
J D Vonderlieth & Sons Incorporated,74.005973,40.714269,-74.005973
J D Bellew Materials ,89.158055,31.233333,-89.158055
J A T Strippings,76.647222,40.778333,-76.647222
J A MUMME,99.901813,31.968599,-99.901813
J A Jack & Sons,122.339444,47.553611,-122.339444
J A Gamboa Materials,106.696666,32.164444,-106.696666
J & N Stone LLC,90.748888,42.894166,-90.748888
J & L Gravel,103.575277,43.9325,-103.575277
J & J Strips,79.2675,40.971944,-79.2675
J & J Stone Company Inc.,97.675277,30.812222,-97.675277
J & J Sand #3,95.759823,35.988439,-95.759823
J & H Crushing,103.852222,44.671388,-103.852222
J & G Hadeka Slate Quarry,72.577777,44.558888,-72.577777
J & B Mine,76.341666,40.650277,-76.341666
J & A Mine #1,75.067499,42.04025,-75.067499
IVEY SAND PLANT,83.290715,32.907088,-83.290715
Ives Rd.,84.403611,42.545277,-84.403611
Ivel Plant,82.665,37.591111,-82.665
IVANHOE PIT,78.266666,34.623333,-78.266666
Ita,77.903611,36.17,-77.903611
Issaquah Pit & Plant,122.029722,47.486111,-122.029722
Isom Surface #1,82.876944,37.166667,-82.876944
ISLAND SAND & GRAVEL,73.087777,41.603333,-73.087777
Island Rd. Pit,84.68,43.093055,-84.68
Island Park Sand & Gravel,111.451455,44.467998,-111.451455
Island Park Quarry,75.258889,40.646667,-75.258889
Island Landhandlers LLC,99.901944,41.4925,-99.901944
Island Dock,87.113333,37.464167,-87.113333
Island County RM,122.613888,48.356666,-122.613888
Island,91.376389,30.78,-91.376389
Isabel Rockcrusher,89.845555,30.767222,-89.845555
Isabel Operations,89.848611,30.791111,-89.848611
Isaban Deep Mine No. 3,81.887222,37.536666,-81.887222
Irwindale Rock Plant,117.973611,34.111111,-117.973611
IRWINDALE PLANT,117.980555,34.118333,-117.980555
Irvington Quarry,86.257222,37.856666,-86.257222
IRONTON,111.093611,39.321111,-111.093611
IRON SPRINGS CONSOLIDATED,120.005278,37.4725,-120.005278
Iron Mtn Rd Gravel Pit,105.641388,38.388333,-105.641388
Iron Mt Trap Rock Co,90.640278,37.695278,-90.640278
Iron Mountain Quarry ,121.629707,48.051773,-121.629707
Iron Mountain Quarry,117.105833,48.265278,-117.105833
IRON COUNTY OPERATIONS,88.787868,43.78444,-88.787868
Irish Hill Portable Plant No. 1,120.963333,38.383888,-120.963333
Irions Pit,89.512777,40.922222,-89.512777
IRIDIAN QUARRY,93.470833,46.138055,-93.470833
IRG Operating LLC,82.374166,41.338333,-82.374166
Ireland River Loading Facility,80.812222,39.830833,-80.812222
Iredell Mine,81.057222,35.740555,-81.057222
IRBY MINE,79.853059,34.703284,-79.853059
Iowa Grading 2,93.772222,41.637777,-93.772222
Ione Minerals,120.948055,38.334722,-120.948055
Inwood Quarry Inc,78.042777,39.341666,-78.042777
Inversand ,75.128316,39.762527,-75.128316
Inver Grove Pit,93.067222,44.787222,-93.067222
Intrepid Potash West,103.945278,32.492222,-103.945278
Intrepid Potash North,104.114166,32.490555,-104.114166
Intrepid Potash East,103.791667,32.513056,-103.791667
Interstate Sand & Gravel Plant,87.386388,40.221388,-87.386388
"Intermountain Minerals, Inc.",115.8375,47.6175,-115.8375
Integrity Rock Products,117.215,47.550833,-117.215
Integrity,82.066944,37.328333,-82.066944
Insinger Quarry,75.399444,40.758611,-75.399444
Inman Stone Company,82.062744,35.07193,-82.062744
Inland Valley Materials LLC,117.027222,33.098888,-117.027222
Inglis Quarry,82.666944,29.018055,-82.666944
Infinity Lake LLC,81.711111,26.945556,-81.711111
Infinity #3,83.337222,36.926389,-83.337222
Infinity #2,83.308888,36.930555,-83.308888
Infinity #1,83.345,36.918333,-83.345
Inertia Crusher,76.996111,41.783333,-76.996111
Inertia,99.731667,43.240278,-99.731667
Industry Mine,90.717777,40.295,-90.717777
Industrial Pit,147.492777,64.780833,-147.492777
Industrial  Sand Plant,91.535833,44.794166,-91.535833
Indio,116.237222,33.768888,-116.237222
Indianola Pit ,100.417009,40.250179,-100.417009
Indianola,122.561829,47.766488,-122.561829
Indiana Quarries & Carvers,86.662222,39.293055,-86.662222
Indiana County Strips,78.841666,40.744444,-78.841666
Indiana County,79.092777,40.564722,-79.092777
Indian Village Plant #284,92.850703,30.485479,-92.850703
Indian Valley Timber & Stone,89.421111,41.331944,-89.421111
Indian Trail Pit,74.871193,39.062763,-74.871193
Indian Territory Stone,94.961944,35.151111,-94.961944
INDIAN SPRINGS,102.076944,31.96,-102.076944
INDIAN RIVER,72.525,41.296667,-72.525
Indian Queen Marble ,112.991111,38.485833,-112.991111
Indian Point Quarry,89.698888,40.004166,-89.698888
Indian Head Operation,76.370833,40.641666,-76.370833
Indian Creek Quarries LLC,86.686389,38.807778,-86.686389
Indian Creek Lime Plant  & Quarry,111.612077,46.328998,-111.612077
Indian Creek,93.202704,38.460021,-93.202704
Independent Salt Company,98.127222,38.720833,-98.127222
Independent Mine ,81.700406,28.516185,-81.700406
Independent Limestone Company LLC,86.585833,39.089722,-86.585833
Independence Day Discovery,150.221667,67.228889,-150.221667
Ind Aggs of the FL Parishes Plt #2,90.080833,30.670555,-90.080833
Ina Pit,111.083333,32.344166,-111.083333
Imperial Valley Aggregates,116.002562,32.758297,-116.002562
IMPERIAL PIT,122.763611,47.498888,-122.763611
Imperial Mine,80.218611,38.901389,-80.218611
Impact Rover #1,99.554444,32.605556,-99.554444
Immokalee ,81.455277,26.475555,-81.455277
Immel Mine ,83.702778,36.065,-83.702778
IMI-Peru Stone Quarry,86.102222,40.770555,-86.102222
IMI-Huntington Quarry,85.46,40.897777,-85.46
IMI-Bluffton Quarry,85.175929,40.76424,-85.175929
IMI/Stony Creek Stone Co,85.941388,40.037777,-85.941388
IMI/Muncie Aggregates,85.337149,40.241014,-85.337149
IMI/Montpelier Quarry,85.276944,40.558888,-85.276944
IMI/McCordsville Quarry,85.918333,39.9475,-85.918333
IMI/Luray Sand & Gravel,85.385833,40.043333,-85.385833
IMI/Kewanna Sand & Gravel,86.356731,41.054462,-86.356731
IMI/Irving Brothers Gravel,85.615555,40.511111,-85.615555
IMI/Greenwood Sand & Gravel,86.218888,39.605,-86.218888
IMI Plymouth Sand & Gravel,86.269722,41.317777,-86.269722
IMI FABI Benwood Plant ,80.73,40.029722,-80.73
IMI / Sellersburg Stone Co. ,85.748889,38.393333,-85.748889
IMI / Corydon Stone & Asphalt Co.,86.155833,38.246111,-86.155833
Imerys Talc America Inc,72.666666,43.385,-72.666666
Imerys Sylacauga Operations,86.333056,33.240278,-86.333056
Imerys Marble Inc Mine #4,84.505,34.509167,-84.505
Imerys Marble Inc Mine #1,84.505,34.509167,-84.505
Imerys Lompoc Plant,120.464166,34.608888,-120.464166
IMAGE MATERIALS,97.526667,33.056944,-97.526667
"IKO Pacific, Inc",122.255,48.992777,-122.255
Ikerd Coal Company LLC,84.597222,37.06,-84.597222
Ike Fork 5 Block Deep Mine,80.989444,38.374722,-80.989444
Ideal Beach Front,67.187025,18.37958,-67.187025
Iddings Quarry,77.073578,40.901055,-77.073578
Idaho Rock & Sand LLC,112.515487,42.915064,-112.515487
Idabel,94.777222,33.920833,-94.777222
Ice Road Mine,82.873056,37.1075,-82.873056
ICA Portable Crusher,116.799444,47.715555,-116.799444
Ibison Stone Sales,94.534722,35.133888,-94.534722
IBISON #2,94.411049,35.190373,-94.411049
Iberia Quarry,82.858889,40.664722,-82.858889
I-75 QUARRY,84.020555,36.11,-84.020555
I-75 Aggregates,83.569444,42.816388,-83.569444
I-1 Mine,88.4,37.649722,-88.4
I 22 Processing,79.250833,40.441944,-79.250833
I 164 Pit,87.492777,37.927777,-87.492777
Hynoski Bros Shenandoah Strip,76.233888,40.816666,-76.233888
Hynoski Bros Centralia Mine,76.326111,40.808055,-76.326111
Hylka Const. Co. Inc.,71.975833,42.1425,-71.975833
Hydro Sizing Plant,91.460277,35.630833,-91.460277
HYDRAULIC PRESS BRICK,86.374166,39.612777,-86.374166
Hyden Spur #16,83.408611,37.171111,-83.408611
Hycroft Mine,118.126389,40.953889,-118.126389
HYANNIS PLANT,70.306111,41.6825,-70.306111
Hwy B & 41,88.360555,43.537222,-88.360555
Hwy 95 Pit,118.018611,41.066389,-118.018611
Hwy 38 Pit,93.776111,47.330555,-93.776111
Hwy  165,93.215555,36.621111,-93.215555
HWM System 23001,82.803056,36.969722,-82.803056
HWM MS0002,82.930833,37.426667,-82.930833
HWM Job #24,82.238333,37.853055,-82.238333
HWM 009-001,83.118611,36.896388,-83.118611
HWM #2,84.019722,36.487778,-84.019722
HWM # 36,81.212222,40.781389,-81.212222
Hvezda Pit,95.432359,45.845398,-95.432359
HUTCHINSON SAND PLANT,97.868874,38.043026,-97.868874
Hutchinson Salt Company,97.871111,38.046389,-97.871111
HUTCHINSON ISLAND #1,89.398611,32.354722,-89.398611
HUTCHESON PIT & PLANT,80.154166,41.367222,-80.154166
Hutchens Portable Plant No.1,93.648888,36.641388,-93.648888
Huskin Run Siding,78.900833,40.120833,-78.900833
Huskin Mine,78.384722,40.852778,-78.384722
Huse Gravel Pit,91.457579,45.235144,-91.457579
Hurtsboro Plant,85.41665,32.24785,-85.41665
Hurricane Creek,87.25,38.283056,-87.25
Huntsville Quarry,92.545277,39.440555,-92.545277
HUNTSVILLE NORTH QUARRY,86.624957,34.778589,-86.624957
HUNTINGTON PLANT CS01,91.358482,39.708379,-91.358482
Huntingburg Mill,86.955471,38.284386,-86.955471
Hunter Stone,90.746666,36.934166,-90.746666
Hunter Quarry,98.0225,29.808333,-98.0225
Hunter Peerless Mine,81.492222,38.001111,-81.492222
Hunter Cement Plant ,98.049722,29.803611,-98.049722
Hunt Sand & Gravel,90.153055,30.847222,-90.153055
Humptulips Gravel,123.93,47.060555,-123.93
Humphrey No. 7 Mine ,79.985555,39.673888,-79.985555
Humphrey Crusher,90.318611,47.7575,-90.318611
Hummelstown Quarry,76.715195,40.265973,-76.715195
Hume #1,94.6,38.166666,-94.6
Humboldt Quarries,124.16,40.805278,-124.16
Humboldt Mill,87.835555,46.411111,-87.835555
Hulbert,95.141348,35.932596,-95.141348
"Huizenga Gravel Co, Inc.",85.831944,42.936111,-85.831944
HUIE PIT,79.019166,35.759444,-79.019166
Hugo Sand Company Incorporated,82.907222,40.417222,-82.907222
HUGO,95.539167,34.091944,-95.539167
Hughson Pit & Mill,120.823611,37.615277,-120.823611
Hughes Creek Terminal P-4,81.375278,38.208889,-81.375278
Hufford Portable Crusher,104.2775,46.369444,-104.2775
Huffman Surface Mine No 1 & Sycamore SM,81.033611,38.041667,-81.033611
Huffman Highwall,37.312778,82.232222,-37.312778
Huffman Fk. Auger,82.173889,37.396944,-82.173889
Huffman Fk.,82.232222,37.312778,-82.232222
Huff Creek Surface Mine and Haulroad,81.640555,37.769722,-81.640555
Huff Creek No 1,82.963889,36.869444,-82.963889
Hueco Rock Quarry,106.134444,31.870833,-106.134444
Hueco Quarry Inc,106.135278,31.855833,-106.135278
Huebner Road Quarry,98.565833,29.557777,-98.565833
Hudspeth County Pit,104.830833,31.039722,-104.830833
HUDSON VALLEY PIT,73.735063,43.193905,-73.735063
Hudson Sand Mine,83.711944,32.682778,-83.711944
Hudson River Plant,74.0575,43.755,-74.0575
Hudson NH Plant,71.41587,42.786386,-71.41587
Hudson Falls Plant 31,73.57802,43.326188,-73.57802
Hudson Colliery,75.802777,41.291666,-75.802777
Hudson Bank No. 1 Operation,75.802778,41.291667,-75.802778
"Huber Specialty Hydrates, LLC ",92.535277,34.582777,-92.535277
Huber Sand Pit #4,101.742777,37.971944,-101.742777
Huber Sand Pit #2,100.872662,37.97169,-100.872662
Huber Pit,70.436005,45.103551,-70.436005
Huber Heights Quarry,84.146389,39.8775,-84.146389
Hubble No. 7,82.455556,37.335278,-82.455556
Hubbard Sand & Gravel,73.264444,40.756944,-73.264444
Hubbard Pit,100.725457,41.131902,-100.725457
Hub Boy Gravel,77.488695,42.411923,-77.488695
Hualapai Pit,114.006667,35.174167,-114.006667
Hualapai Chocolate,112.484166,35.224722,-112.484166
HSWP Botanic Garden No. 2,129.245833,40.245833,-129.245833
HSG-Perm-Washta,95.717509,42.575543,-95.717509
HSG-Perm-Akron,96.559444,42.828888,-96.559444
HSC Lacy Road Quarries 1 and 2,89.48161,42.999941,-89.48161
HSAG #1,93.598611,45.191944,-93.598611
HRM Mobile Processing Plant,111.860833,48.536944,-111.860833
HR Asphalt Inc,67.106035,18.143077,-67.106035
HP300 / Fabtec 6x20 Portable Wash Plant ,106.326667,40.056944,-106.326667
HP 300 Plant,96.767929,46.849566,-96.767929
Hoyt Tipple,83.313611,37.294167,-83.313611
Hoyt #1,94.855556,35.260556,-94.855556
Howlin Pit,76.765556,38.465,-76.765556
Howes Cave,74.384444,42.691111,-74.384444
Howell Woods Mine,78.306388,35.370833,-78.306388
Howell Sand Pits,101.804444,35.250833,-101.804444
Howe Quarry,94.309444,36.923055,-94.309444
"HOWARD SAND AND GRAVEL, INC.",76.641388,39.045833,-76.641388
Howard Quarry,77.646111,41.008611,-77.646111
Howard Plant,77.504828,42.35933,-77.504828
"Hover Gravel Co., Inc.",89.290277,31.327222,-89.290277
Houstonia Quarry,93.238611,38.905,-93.238611
Houston Sales Yard,95.185,29.752777,-95.185
Houston Plant,95.185,29.752777,-95.185
Houston Plant,95.141111,29.761666,-95.141111
Houston Mill ,95.124167,29.859722,-95.124167
Houston County Sand Pull,91.570137,43.770542,-91.570137
House Springs Quarry,90.567222,38.389166,-90.567222
House Branch Surface Mine #1,83.826111,37.115556,-83.826111
Hot Springs Quarry,103.474444,43.431666,-103.474444
Hot Springs,112.033056,41.345833,-112.033056
Hostetler Quarry LLC,78.853055,42.946388,-78.853055
Hoskinson Sand And Gravel,97.995556,38.053889,-97.995556
Hoskins Gypsum Company,98.547777,36.13,-98.547777
Horton Strips,78.258333,40.870833,-78.258333
Horseshoe Gravel Pit,72.806523,44.906991,-72.806523
Horseshoe Bend Quarry,120.896666,46.805277,-120.896666
HORSESHOE BEND PLANT,97.206944,31.668056,-97.206944
Horse Creek Rock,88.129166,35.156388,-88.129166
Horse Creek No. 2,81.855556,37.4575,-81.855556
Horse Creek No 1,81.851389,37.447778,-81.851389
Horse Creek Eagle,81.327222,37.883056,-81.327222
Horrocks Ready ,112.687681,42.874715,-112.687681
Horning Deep Mine,78.948056,39.988611,-78.948056
Horizon Mine,111.053055,39.693888,-111.053055
Horizon Mine,106.285278,31.747778,-106.285278
Horizon Ag Products,106.970278,36.013333,-106.970278
Hopkinsville Aggregate Quarry,87.457559,36.808169,-87.457559
Hopkins Hill Sand & Stone,71.57798,41.634895,-71.57798
Hopkins Gravel Sand and Concrete Inc,86.23,39.712777,-86.23
HOPEDALE PLANT,71.513889,42.110556,-71.513889
Hopedale Mine,80.919444,40.347222,-80.919444
Hoover Stone Quarry LLC,79.439166,40.470833,-79.439166
Hoover Job,78.323333,41.008333,-78.323333
HOOPERS CREEK QUARRY,82.448299,35.439926,-82.448299
Hooksett N H Plant,71.456679,43.075871,-71.456679
Hooksett GP #1,71.4425,43.059166,-71.4425
Hooksett Crushed Stone C607,71.476241,43.082306,-71.476241
Hoogland Quarry,96.199473,43.774969,-96.199473
Hoods Fork,82.699167,37.773889,-82.699167
Hood County Sand Plant,97.775,32.231388,-97.775
Honeyville Pit,75.966389,43.856667,-75.966389
Honeybrook Refuse Operation,75.993333,40.908333,-75.993333
HONEY ISLAND SAND PLANT,89.748333,30.376111,-89.748333
Honey Island Operations,89.748333,30.376111,-89.748333
Honey Hollow Quarry,75.705396,42.019574,-75.705396
Honey Hole LLC,84.122778,37.185556,-84.122778
Honey Brook Quarry,75.905833,40.122777,-75.905833
Honeoye Falls Plant,77.629166,42.946666,-77.629166
Hondo # 2,99.061666,29.646666,-99.061666
Hondo # 1,99.141388,29.3475,-99.141388
Hommel Concrete Co. Quarry,83.222211,35.974093,-83.222211
Hominy Creek Mine,80.715278,38.164167,-80.715278
Homer Materials & South Homer Pit ,76.154444,42.655555,-76.154444
Homer III Processing,81.692778,38.114722,-81.692778
Homer City Generating Station,79.190277,40.511388,-79.190277
Homer City Coal Cleaning Plant,79.190277,40.511388,-79.190277
Home Run Quarry,88.787777,43.784444,-88.787777
Home Pit and Mill  ,72.577777,44.558888,-72.577777
HOME PIT,98.281823,42.248215,-98.281823
Holts Summit Quarry,92.158333,38.657222,-92.158333
Holthaus Pit,93.848055,45.2575,-93.848055
Holt Construction & Rock LP,93.286415,37.517873,-93.286415
Holston River Quarry Inc,80.660556,37.0875,-80.660556
Holmquist Pit,94.699886,44.008644,-94.699886
Holmes Supply Millersburg Site,81.932222,40.523611,-81.932222
Holmes Supply 1,81.918542,40.619117,-81.918542
"Holmes Redimix, Inc",81.918055,40.554444,-81.918055
Holmes Clay Division,81.849775,40.599389,-81.849775
HOLLY SPRINGS  QUARRY,78.8775,35.6025,-78.8775
Holly Sand and Gravel,83.529444,42.8,-83.529444
HOLLY PIT,102.1125,38.053333,-102.1125
Holly Pit,83.575555,42.835833,-83.575555
Hollister Mine,118.018611,41.051667,-118.018611
Holliday Rock-Little Rock Plant ,118.013055,34.510277,-118.013055
Holliday Crusher,109.688333,37.039722,-109.688333
Hole Pit,124.201747,41.755948,-124.201747
Holden Trap Rock,71.897222,42.366666,-71.897222
Holden No 22 Surface Mine,82.093333,37.736944,-82.093333
Holden No 22 Preparation Plant,82.081944,37.758333,-82.081944
Holden #25 Slurry Impoundment,82.12,37.738333,-82.12
Holcim Ste Genevieve Plant,90.267872,38.061578,-90.267872
Holcim (US) Inc Holly Hill Facility,80.413611,33.322777,-80.413611
Holcim (Texas) LP,96.973611,32.511111,-96.973611
Holcim,93.201111,43.153611,-93.201111
Holbert Bros. Bluestone Co.,74.995278,41.505833,-74.995278
Hoggard Pit,77.2175,36.073611,-77.2175
Hogback Quarry,73.075833,43.685555,-73.075833
HOGAN QUARRY,120.826944,38.147222,-120.826944
Hog Lick Quarry,80.213888,39.416944,-80.213888
Hofmeyer Pit,76.896441,37.266916,-76.896441
Hoffman Portable Screener,94.661388,44.2825,-94.661388
Hoffman No 1,78.884722,40.097222,-78.884722
Hoffman,90.131062,42.145052,-90.131062
HOFFAY FARM PIT,73.553611,42.633889,-73.553611
Hockley Plant,95.834166,29.966944,-95.834166
HOCKLEY MINE,95.838889,29.964722,-95.838889
Hocking Valley Concrete Inc,82.367222,39.520277,-82.367222
Hobet 21 Surface Mine,81.854722,38.111111,-81.854722
Hobbs Sand & Gravel,107.792778,32.195833,-107.792778
HOBBS CLAY MINE,82.950156,33.014888,-82.950156
Hoban Pit And Plant,103.636388,31.351111,-103.636388
Hoadley Portable,86.557312,39.136505,-86.557312
Hixson Sand & Gravel Inc,85.154722,41.305277,-85.154722
Hitt Canyon Quarry Mine,106.423611,31.986944,-106.423611
Hite Slate Pit,78.719444,40.563611,-78.719444
Hinzmann Screen,94.896388,46.123611,-94.896388
Hinrichsen Sand & Gravel,98.305278,42.4675,-98.305278
Hinesville Mine,81.568842,31.86622,-81.568842
Hiner Mine,79.656111,40.911111,-79.656111
Hindsville Quarry & Plant,93.924166,36.215555,-93.924166
Hincka Pit,83.698888,45.261944,-83.698888
Hilsmeyer Mine,87.068611,38.269444,-87.068611
Hilsmeyer #2,87.108056,38.264167,-87.108056
Hilroy Facility,122.974166,44.898611,-122.974166
Hilo Crusher,155.057179,19.708174,-155.057179
Hillview Sand & Gravel ,88.2625,43.174166,-88.2625
Hilltop-Reddog Aggregate,85.602364,44.314844,-85.602364
Hilltop Rock & Gravel,95.665556,44.878056,-95.665556
"Hilltop Quarry, LLC",72.011161,43.998703,-72.011161
Hilltop Quarry,75.736111,41.534167,-75.736111
Hilltop Pit,90.522777,31.590277,-90.522777
Hilltop and Corva,112.484166,35.224722,-112.484166
Hillside Breaker,76.353611,40.659722,-76.353611
Hillsborough Mine ,79.104722,36.070193,-79.104722
Hillsboro Quarry and Mill,85.935833,35.423333,-85.935833
Hillbilly Rock #2,85.318333,35.666111,-85.318333
Hill Strip,79.775,39.829166,-79.775
Hill Side Stone LLC,79.865,41.583055,-79.865
Hill Road Pit,83.074722,39.654722,-83.074722
Hill Gravel,70.607308,43.525149,-70.607308
Hill Fork Surface Mine,81.838333,38.152222,-81.838333
Hill Creek Surface,81.833056,37.140278,-81.833056
Hill Creek Highwall,81.833056,37.139167,-81.833056
Hill County ,109.704106,48.553091,-109.704106
Higley Plant ,111.718611,33.482777,-111.718611
Highway X-Pit,87.868139,43.949467,-87.868139
Highway 70 Pit Plant,105.0325,34.972777,-105.0325
Highway 59 Mine No. 1,87.288056,33.290556,-87.288056
Highway 175 Quarry,122.935555,38.994444,-122.935555
Highwall Miner #64,83.4575,36.780833,-83.4575
Highwall Miner #2,83.53,36.929444,-83.53
Highwall Miner #2,82.535556,37.290833,-82.535556
Highwall Miner #2,81.497222,37.248333,-81.497222
Highwall Miner #1,82.614167,37.304167,-82.614167
Highwall Miner #1,81.485,37.263056,-81.485
Highwall Miner # 57,82.599722,37.945278,-82.599722
Highwall Miner # 37,83.450277,36.822777,-83.450277
Highwall Miner  #20,81.664444,37.950833,-81.664444
Highsplint Strip #3 Dixie 30,83.295277,36.8075,-83.295277
Highsplint Strip #2 Dixie 25,83.295277,36.8075,-83.295277
Highsplint Strip #1 Dixie 21,83.295277,36.8075,-83.295277
Highsplint Strip,83.095,36.895556,-83.095
Highsplint Preparation Plant,83.115,36.893333,-83.115
Highsplint #1,83.071111,36.868611,-83.071111
Highline Road Pit,111.135833,45.673889,-111.135833
Highlands County Shell Pit,81.754722,26.974166,-81.754722
Highland Stone,74.105555,41.372222,-74.105555
Highland Plant,83.665278,42.694722,-83.665278
HIGHLAND PIT,111.769955,40.435612,-111.769955
HIGHLAND PARK QUARRY,80.3883,37.2227,-80.3883
Highland No 5 ,75.875833,40.994166,-75.875833
Highland No 2,75.884444,41.013889,-75.884444
Highland Coal Handling Facility,81.903333,37.815,-81.903333
Highland Ave. Granite Quarry,123.351388,42.479444,-123.351388
Highland 9 Mine,87.769167,37.740556,-87.769167
High Splint Surface Mine No 1,82.73,37.0408,-82.73
High Quality Mine,79.956389,40.156667,-79.956389
"Higgins Ranch, LLC",96.005,38.906667,-96.005
Higgins Quarry LLC,98.325555,37.984444,-98.325555
Higgenbotham Ledge Rock Quarry,96.056111,38.811944,-96.056111
Higareda,99.901944,31.968611,-99.901944
Hiermeier Pit,99.901944,43.969444,-99.901944
Hidden Valley Sand & Gravel,122.67193,39.026284,-122.67193
Hidden Canyon Quarry,121.226944,36.354167,-121.226944
Hi-Crush Wyeville Mine,90.411982,44.05481,-90.411982
HICONE Quarry,79.709444,36.171389,-79.709444
Hicks Sand Pit,79.500277,35.134444,-79.500277
HICKORY QUARRY,81.3025,35.717222,-81.3025
Hickory Pit,89.781944,30.441944,-89.781944
Hickory Hill,76.603333,37.458333,-76.603333
Hickory Clay Mill,88.645608,36.805679,-88.645608
Hickory Bend,85.998611,32.418889,-85.998611
Hickman County Quarry,87.204722,35.956944,-87.204722
Hickey Pit,120.289166,42.408611,-120.289166
Hibdon Gravel,92.8374,38.2067,-92.8374
Hibbing Taconite Company,92.827912,47.438201,-92.827912
Hibbing Pit Wash Plant #2,92.95758,47.40824,-92.95758
Hibbard Quarry,75.891111,41.738333,-75.891111
Hiawatha Wash Plant,119.449166,47.119722,-119.449166
Hiawassee Quarry,83.7175,34.902777,-83.7175
Hi Line Quarry,116.419444,38.8025,-116.419444
Hi Desert Rustic Stone,117.636389,35.33,-117.636389
HF Jacobs & Son Construction Inc,98.486388,45.464722,-98.486388
Hewitt Robins Plant #1,85.6025,44.314722,-85.6025
Hewitt Robins Plant #1,84.788055,44.305555,-84.788055
Hewitt Robbin Portable,71.354444,42.957222,-71.354444
Hewitt Quarry,83.613557,35.244168,-83.613557
Hewitt Creek Surface Mine No 1,81.814722,38.145833,-81.814722
Hetle Pit,94.685833,46.729444,-94.685833
Hestertown Pit,78.994722,34.595278,-78.994722
HERREID CONCRETE,99.901944,43.969444,-99.901944
Hernshaw Tunnel,81.697222,37.9325,-81.697222
Hernshaw No 2,81.697222,37.9325,-81.697222
Hernshaw No 1,81.697222,37.9325,-81.697222
Hernshaw Mine,81.908889,37.820278,-81.908889
Hernshaw Deep Mine,81.951388,37.671111,-81.951388
Hermitage Quarry,86.611666,36.184166,-86.611666
Hermann Sand-Jefferson City Plant,92.1225,38.640277,-92.1225
Hermann Sand & Gravel Dredge & Plant,91.433055,38.705,-91.433055
Herke Quarry Portable 1,120.751111,46.535555,-120.751111
Herke Quarry,120.751111,46.535555,-120.751111
Heritage Material & Supply,104.206388,42.088333,-104.206388
Heritage #1,78.802222,40.2025,-78.802222
Hereford Feedyard Pit,102.369444,34.821667,-102.369444
Hercules Cement LP,75.267222,40.752778,-75.267222
Hepco Quarries Inc,75.708631,42.017691,-75.708631
Henry Mine,80.211666,40.854166,-80.211666
Henry County Quarry ,93.097777,41.878055,-93.097777
Henry County Mines & Mill,88.387981,36.232289,-88.387981
Henry Clay Bank,76.552777,40.82,-76.552777
Henry,89.350277,41.125833,-89.350277
Henriksen's Pit,89.09845,44.041924,-89.09845
Henrietta Quarry,81.813611,35.239722,-81.813611
Henning Pit,94.6859,46.729553,-94.6859
HENNIKER PIT AND MILL,71.92,43.240277,-71.92
HENNIKER PIT & MILL PORTABLE CRU,71.842777,43.203611,-71.842777
Hennepin Pit,89.342222,41.254167,-89.342222
Hendersonville ,82.412081,35.386859,-82.412081
Henderson Pit,93.969843,44.495679,-93.969843
HENDERSON OPERATIONS,105.855278,39.771389,-105.855278
HENDERSON BRICK PLT & PITS,94.799722,32.186111,-94.799722
Hemstreet Park Pit,73.667778,42.883056,-73.667778
Hemlock Hill Quarry,76.948333,41.797222,-76.948333
Helotes Quarry,98.687777,29.551388,-98.687777
Helotes,98.689722,29.578055,-98.689722
Helmericks Gravel Pit,107.863055,37.245277,-107.863055
Hell's Canyon Quarry,114.001111,35.948611,-114.001111
Helena Surface Mine ,86.939722,33.191667,-86.939722
