CURRENT_MINE_NAME,CURRENT_MINE_STATUS,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,PRIMARY_SIC,latitude,longitude
Spencer Creek Mine,Abandoned and Sealed,Frank W  Podpechan,Hickory Coal Corp,Coal (Bituminous),36.5128,-95.4958
Cedarapids No. 1,Intermittent,Brent  Ervin,Ervin Const.,Construction Sand and Gravel,44.919444,-95.492222
Koors Lite #1,Abandoned and Sealed,Maready Leroy,Energy Associates Inc,Coal (Bituminous),36.6,-95.4917
Portable #364,Abandoned,Justin  Higman,Higman Sand & Gravel Inc,Construction Sand and Gravel,42.851388,-95.490833
Nowata County Mine,Abandoned,James  Brakefield,Brakefield Equipment Inc,Coal (Bituminous),36.6583,-95.475
Harry Byers & Sons Inc,Active,Michael M  Beachner,Harry Byers & Sons Inc,"Crushed, Broken Limestone NEC",37.688888,-95.472777
Muskogee Plant & Pit,Intermittent,Boral Limited,Boral Bricks Inc,"Clay, Ceramic, Refractory Mnls.",35.682222,-95.464444
Pollyanna #2,Abandoned and Sealed,Kenneth  Richardson,P & K Company Ltd,Coal (Bituminous),34.875,-95.4583
Southern Crushed Concrete 1,Active,Norvarem S A U,Southern Crushed Concrete ,Construction Sand and Gravel,30.235457,-95.455507
Alexandria Gravel Products,Intermittent,Scott  Wirtjes,Alexandria Gravel Products,Construction Sand and Gravel,45.822076,-95.453544
Screen/Wash Plant,Intermittent,Scott  Wirtjes,Alexandria Gravel Products LLC,Construction Sand and Gravel,45.822076,-95.453544
ADM Materials,Abandoned,Dwight  Evans; Jeff  Hardage,ADM Materials LLC,Construction Sand and Gravel,33.953611,-95.453333
CHANUTE QUARRY,Active,Ash Grove Cement Company,Ash Grove Cement Company,Cement,37.66272,-95.452597
Mine #2,Abandoned,International Chemical Company Inc,Inter-Chem Coal Company Inc,Coal (Bituminous),35.4533,-95.4511
RYE DREDGE & PLANT,Active,Trinity Industries Inc,Trinity Materials Inc,Construction Sand and Gravel,29.538056,-95.447778
Pryor Stone #2,Active,James A  Kemp; Melinda S  Kemp,Pryor Stone Inc,"Crushed, Broken Limestone NEC",36.263611,-95.447777
#3 North,Abandoned,James A  Kemp; Melinda S  Kemp,Pryor Stone Inc,"Crushed, Broken Limestone NEC",36.263611,-95.447777
NBR SAND,Active,New Birmingham Incorporated,NBR Sand,"Sand, Industrial NEC",32.468889,-95.4475
Okerlund Gravel,Intermittent,Les David  Okerlund,Okerlund Gravel,Construction Sand and Gravel,45.937222,-95.444167
H & H,Active,James  Brakefield,Brakefield Equipment Inc,Coal (Bituminous),36.668055,-95.441666
San Jacinto River Materials Inc,Active,Bobby  Yancey,San Jacinto River Materials Inc,Construction Sand and Gravel,30.208888,-95.439608
Screen Plant,Intermittent,Chad  Mohr,Bedrock Gravel Inc,Construction Sand and Gravel,42.204166,-95.439444
The Monarch Cement Company,Active,Monarch Cement Company,The Monarch Cement Company,Cement,37.790555,-95.435277
Hickory Coal Foyil Mine,Abandoned and Sealed,Frank W  Podpechan,Hickory Coal Corp,Coal (Bituminous),36.583333,-95.433333
Lucas Mine #1,Abandoned and Sealed,Quick Alan,Quick Construction Company,Coal (Bituminous),34.916667,-95.433333
Hvezda Pit,Intermittent,Kyle B  Hvezda; Deborah K  Hvezda,Hvezda Excavating,Construction Sand and Gravel,45.845398,-95.432359
Dialville Red,Abandoned,New Birmingham Incorporated,"New Birmingham Resources, LLC","Crushed, Broken Stone NEC",28.976111,-95.431944
Morical Brothers Inc-Wash Plant,Intermittent,Todd C  Morical,Morical Brothers Inc.,Construction Sand and Gravel,46.078397,-95.431491
"Muskogee Sand Co, Inc",Abandoned,James A  Kemp; Melinda S  Kemp,Muskogee Sand Company Inc,Construction Sand and Gravel,35.837777,-95.429444
#4,Active,James A  Kemp; Melinda S  Kemp,"Muskogee Sand Co., Inc.","Crushed, Broken Limestone NEC",35.837777,-95.429444
Defiance,Abandoned and Sealed,Petroleum Reserve Corp,Carbonex Coal Company,Coal (Bituminous),35.5006,-95.4228
Phoenix Mine,Abandoned,Robert I  Hartley; James  Brakefield,Phoenix Mining Company,Coal (Bituminous),36.655555,-95.416666
Theo #1,Abandoned,David E  Baker,OK Rock Quarries,Dimension Stone NEC,35.16,-95.415
QM-2,Abandoned,Larry  Hurley,Quality Materials,"Sand, Common",30.200277,-95.411111
Paradise Plant,Active,Trinity Industries Inc,"Trinity Materials, Inc.",Construction Sand and Gravel,29.568611,-95.401111
Oakland Pit,Active,Bill  Lemons,Western Engineering Co.Inc.,"Sand, Common",41.309166,-95.396666
KREBBS PIT,Intermittent,Tommy  Caldwell; Danny  Caldwell,BLUEBIRD STONE,Dimension Sandstone,35.117873,-95.39359
Plant #80003,Active,Summit Materials LLC,N R Hamm Quarry Inc,"Crushed, Broken Limestone NEC",39.075833,-95.393333
Culver Mine,Abandoned,Robert I  Hartley; James  Brakefield,Phoenix Mining Company,Coal (Bituminous),36.633333,-95.391666
Woodlands Plant,Active,Heidelberg Cement AG,Hanson Aggregates LLC,Construction Sand and Gravel,30.174105,-95.390173
Plant #80011,Active,Summit Materials LLC,N R Hamm Quarry Inc,"Crushed, Broken Limestone NEC",39.07969,-95.389754
Plant #80006,Abandoned,Summit Materials LLC,N R Hamm Quarry Inc,"Crushed, Broken Limestone NEC",39.079722,-95.389722
Plant #80012,Active,Summit Materials LLC,N R Hamm Quarry Inc,"Crushed, Broken Limestone NEC",39.079722,-95.389722
Plant #80002,Active,Summit Materials LLC,N R Hamm Quarry Inc,"Crushed, Broken Limestone NEC",39.079722,-95.389722
Portable Plant #80008,Abandoned,Summit Materials LLC,N R Hamm Quarry Inc,"Crushed, Broken Limestone NEC",39.079722,-95.389722
Plant #80013,Active,Summit Materials LLC,N R Hamm Quarry Inc,"Crushed, Broken Limestone NEC",39.079722,-95.389722
Plant #80010,Intermittent,Summit Materials LLC,N R Hamm Inc,Dimension Limestone,39.079722,-95.389722
Plant #81038 ,Abandoned,Summit Materials LLC,"N.R. Hamm Quarry, Inc.","Crushed, Broken Limestone NEC",39.079722,-95.389722
Rogers County #2,Abandoned,Hanson PLC,Peabody Coal Company,Coal (Bituminous),36.6867,-95.3878
Bowlin Springs Mine,Abandoned,Robert I  Hartley; James  Brakefield,Phoenix Mining Company,Coal (Bituminous),36.625833,-95.384444
West Liberty #1,Abandoned and Sealed,Westhoff Earl,Westhoff Brothers Inc,Coal (Bituminous),35.2417,-95.3833
Screen/Wash Plant,Abandoned,Mark  Lee,Mark Lee Asphalt & Paving Inc.,Construction Sand and Gravel,45.831389,-95.382778
Norberg Crusher/Screener,Intermittent,Mark  Lee,Mark Lee Asphalt & Paving Inc.,Construction Sand and Gravel,45.831388,-95.382777
Portable LJ 54 Cone,Intermittent,Joe  Minnerath,Central Specialties Inc,Construction Sand and Gravel,45.831357,-95.382535
Portable Crusher AC 600,Intermittent,Joe  Minnerath,Central Specialties Inc,Construction Sand and Gravel,45.831357,-95.382535
H-4000 CRUSHER,Intermittent,Joe  Minnerath,Central Specialties Inc,Construction Sand and Gravel,45.831357,-95.382535
Portable LJ 45,Intermittent,Joe  Minnerath,Central Specialties Inc,Construction Sand and Gravel,45.831357,-95.382535
CR MVP 380 Crusher,Intermittent,Joe  Minnerath,Central Specialties Inc,Construction Sand and Gravel,45.831357,-95.382535
Jefferson County Sand Plant,Intermittent,Robert H  Eichman,"Midwest Concrete Materials, Inc.",Construction Sand and Gravel,39.077899,-95.382033
Park Region Pit-Mill,Intermittent,Holcim Ltd,"Aggregate Industries - MWR, Inc.",Construction Sand and Gravel,46.970833,-95.378333
Liberty Materials Inc.,Active,James E  Welch; Evelyn  Welch,Liberty Materials Incorporated,Construction Sand and Gravel,30.182222,-95.378333
Westhoff Mine #4,Abandoned and Sealed,Westhoff Earl,Westhoff Brothers Inc,Coal (Bituminous),35.55,-95.375
Alpine Const Co No 4/7,Abandoned,Wilson Clay,Alpine Construction Corp,Coal (Bituminous),35.125,-95.375
Neosho County Neely Quarry,Active,Neosho County-Ks,Neosho County Road & Bridge Dept,"Crushed, Broken Limestone NEC",37.572777,-95.373888
Woodlands Sand Plant #160,Abandoned,Holcim Ltd,Lattimore Materials Company LP,"Sand, Industrial NEC",30.164166,-95.372777
Conroe Dryer Plant,Active,James E  Welch; Evelyn  Welch,"Liberty Materials, Inc.","Sand, Common",30.165833,-95.372222
SAWYER,Active,Martin Marietta Materials Inc,"Meridian Aggregates Company, a Limited Partnership","Crushed, Broken Limestone NEC",34.013611,-95.371667
Sawyer Quarry,Active,Summit Materials LLC,SCS Materials LP,"Crushed, Broken Stone NEC",34.013611,-95.371666
TODD COUNTY WASH PLANT,Intermittent,Joe  Minnerath,Central Specialties Inc,Construction Sand and Gravel,45.892179,-95.371477
Oklahoma Sandstone LLC,Abandoned,David E  Baker,Oklahoma Sandstone LLC,Dimension Sandstone,35.122777,-95.371111
T-STONE #1,Abandoned,Terry  Harp,T-STONE,Dimension Stone NEC,35.122777,-95.371111
Muskogee Dredge ,Active,CRH PLC,"APAC-Central, Inc.",Construction Sand and Gravel,35.747777,-95.369722
Sand Supply #3,Abandoned,Heidelberg Cement AG,Campbell Concrete & Materials LP Sand Supply Div,Construction Sand and Gravel,30.168611,-95.368611
Woodside #2,Abandoned and Sealed,International Chemical Company Inc,Woodside Construction Company Inc,Coal (Bituminous),35.483333,-95.366667
PEI Crusher,Abandoned,Henry L  Sarugling,Lee's Construction Inc,Construction Sand and Gravel,45.885833,-95.366666
Glenwood Pit,Intermittent,Robert H  Schmidgall; David R  Schmidgall,"Hancock Concrete Products, LLC",Construction Sand and Gravel,45.721276,-95.366525
 Crusher,Intermittent,LuVerne R  Sondrol,Sondrol Excavating Inc. ,Construction Sand and Gravel,45.65,-95.365833
Phoenix No 6,Abandoned,James  Brakefield,Brakefield Equipment Inc,Coal (Bituminous),36.683333,-95.358333
Plant 1,Abandoned,Kenneth L Nelson,Nelson Quarries Inc,"Crushed, Broken Limestone NEC",37.923056,-95.354167
Plant 2,Intermittent,Kenneth L Nelson,Nelson Quarries Inc,"Crushed, Broken Limestone NEC",37.923056,-95.354167
Plant 5,Active,Kenneth L Nelson,Nelson Quarries Inc,"Crushed, Broken Limestone NEC",37.923056,-95.354167
Plant 3,Active,Kenneth L Nelson,Nelson Quarries Inc,"Crushed, Broken Limestone NEC",37.923055,-95.354166
Plant 4,Abandoned,Kenneth L Nelson,Nelson Quarries Inc,"Crushed, Broken Limestone NEC",37.923055,-95.354166
Inter-Chem No 3,Abandoned and Sealed,International Chemical Company Inc,Inter-Chem Coal Company Inc,Coal (Bituminous),36.5078,-95.3417
Mine No 2,Abandoned and Sealed,Turner Charles Richard-William Tom Turner,Turner Brothers Inc,Coal (Bituminous),35.6778,-95.3406
D&P Mine #1,Abandoned and Sealed,Paul Dean E,D & P Mining Company Inc,Coal (Bituminous),35.5122,-95.3406
Mine No 1,Abandoned and Sealed,International Chemical Company Inc,Eastoak Coal Company Inc,Coal (Bituminous),35.6764,-95.3361
Eblen Construction,Temporarily Idled,Lillian  Eblen,Eblen Construction,Construction Sand and Gravel,45.7775,-95.335555
Portable Plant #2,Intermittent,Curtis D  Whitaker,Whitaker Aggregates Inc,"Crushed, Broken Limestone NEC",38.169444,-95.335
McNamara Contracting Inc,Intermittent,Mike  McNamara,McNamara Contracting Inc,Construction Sand and Gravel,46.153018,-95.328924
Penrose Plant,Intermittent,Jay C  Morrell,Alexandria Concrete Co,Construction Sand and Gravel,46.145277,-95.326944
Warner No 1,Abandoned,Johnson Myatt B,Mylu Coal Company Inc,Coal (Bituminous),35.5167,-95.325
Okay Quarry,Active,CRH PLC,"APAC-Central, Inc.","Crushed, Broken Limestone NEC",35.850555,-95.318333
Benson Gravel,Intermittent,Sue  Benson; Stan  Wagner,Benson Gravel Company,Construction Sand and Gravel,45.19318,-95.317677
R #1,Active,Loren D Frederick,Heartland Stone LLC,Dimension Stone NEC,34.918611,-95.309167
Diamondback Stone,Active,Eddie L  Gillham,Diamondback Stone,"Crushed, Broken Stone NEC",34.918611,-95.309166
Mule Creek ,Active,Billy J Gilham,Mule Creek Stone,"Crushed, Broken Stone NEC",34.91871,-95.309138
Snedden Plant,Intermittent,Craig County-OK,Craig Co Dist #1,"Crushed, Broken Limestone NEC",36.778865,-95.305778
Wetherell Sand & Gravel Inc.,Intermittent,Douglas R  Wetherell,Wetherell Sand & Gravel Inc.,Construction Sand and Gravel,42.8975,-95.299166
Harry Byers & Sons-Galesburg Quarry,Abandoned,Michael M  Beachner,Harry Byers & Sons Inc,"Crushed, Broken Limestone NEC",37.471111,-95.298055
Labette County Plant,Active,Labette County-KS,Labette County Public Works,"Crushed, Broken Limestone NEC",37.190345,-95.297193
Red Oak Quarry,Intermittent,Alfredo S  Garcia,Crushed Aggregate Products LLC,"Crushed, Broken Limestone NEC",40.976667,-95.289444
Porter Plant & Pit,Active,Rasmussen Group Inc,Hallett Materials,Construction Sand and Gravel,30.121953,-95.289343
Briartown Mine,Abandoned,Frank W  Podpechan,Hickory Coal Corp,Coal (Bituminous),35.3,-95.283333
Cleveland Plant #1177,Abandoned,Trinity Industries Inc,"Trinity Materials, Inc.",Construction Sand and Gravel,30.330555,-95.2825
White Oak Train Loading Facility,Abandoned,Savage Companies,Savage Coal Service Corp,Coal (Bituminous),36.6156,-95.2814
LONE STAR PRYOR PLT MILL & QY,Active,Buzzi Unicem S P A,Buzzi Unicem USA,Cement,35.986944,-95.281111
Portable Crusher 2,Intermittent,Eric H  Bettis; Matt  McPherson,Mid-States Materials LLC,"Crushed, Broken Limestone NEC",38.046944,-95.280833
Allen County Plant,Active,Allen County-KS,Allen County Quarry,"Crushed, Broken Limestone NEC",37.897777,-95.280833
Rafter J,Abandoned,Public Service Co Of New Mexico,Transwestern Mining Company,Coal (Bituminous),36.8272,-95.2728
MILTONA PIT,Intermittent,David O  Luedeke,R & R Ready-Mix Inc.,Construction Sand and Gravel,46.078394,-95.271162
John Carter No. 1,Abandoned,Bobby  Coyle,Quality Production Co of Stigler Inc,Dimension Sandstone,35.356111,-95.265556
R D #1,Intermittent,James R  Parker,"PARKER & SONS STONE, LLC","Crushed, Broken Stone NEC",35.356111,-95.265555
River Aggregates Porter Plant,Abandoned,Main Street Capital Corp; Rob  VanTil,River Aggregates LLC,Construction Sand and Gravel,30.072777,-95.265555
Ottawa Quarry,Active,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc.","Crushed, Broken Limestone NEC",38.652222,-95.256388
Rupp-CP 5,Abandoned,Douglas A  Rupp,Rupp Construction Company Inc,Construction Sand and Gravel,38.319722,-95.251111
Rupp - Screening Plant,Abandoned,Douglas A  Rupp,Rupp Construction Company Inc,Construction Sand and Gravel,38.319722,-95.251111
Screening Plant SP 7,Abandoned,Douglas A  Rupp,"Rupp Construction Co., Inc.",Construction Sand and Gravel,38.319722,-95.251111
Jaw Crusher CP 9,Abandoned,Douglas A  Rupp,"Rupp Construction Co., Inc.",Construction Sand and Gravel,38.319722,-95.251111
Welch Mine No 1,Abandoned and Sealed,Turner Charles Richard-William Tom Turner,Turner Brothers Inc,Coal (Bituminous),36.8739,-95.2506
Portable Plant #1,Intermittent,Curtis D  Whitaker,Whitaker Companies Inc,"Crushed, Broken Limestone NEC",38.2925,-95.249167
Denton Mine,Abandoned,Gary  Servaes,Gary Servaes Enterprises,Dimension Limestone,39.696666,-95.246111
Phoenix No 3,Abandoned,Robert I  Hartley; James  Brakefield,Phoenix Mining Company,Coal (Bituminous),36.849444,-95.245
Phoenix #4,Abandoned,Robert  Caylor,B & C Inc,Coal (Bituminous),36.8494,-95.245
"Pryor Sand & Redi Mix, Inc",Intermittent,Jerry D  Pryor; Thomas  Pryor,"Pryor Sand & Redi-Mix, Inc",Construction Sand and Gravel,35.2525,-95.2375
BUTLER,Intermittent,Peter R  Dawson,TBK MATERIALS LLC,"Crushed, Broken Limestone NEC",35.2525,-95.2375
Eagle Mine,Abandoned,Pommier Kay L,Industrial Management Services Inc,Coal (Bituminous),35.416667,-95.233333
Eagle Mine No 2,Abandoned,Mark  Balagna,Silvercreek Construction Inc,Coal (Bituminous),35.416667,-95.233333
White Oak Tipple,Abandoned,Turner Charles Richard,Tiger Industrial Transportation Systems Inc,Coal (Bituminous),36.6333,-95.225
PIT #2,Intermittent,Bernie  Cohrs,Cohrs Construction Inc,Construction Sand and Gravel,43.473743,-95.222172
Welch Mine,Abandoned,Patch Janine M,Patch Coal Company,Coal (Bituminous),36.8697,-95.2144
Welch Mine,Abandoned and Sealed,International Chemical Company Inc,Inter-Chem Coal Company Inc,Coal (Bituminous),36.8697,-95.2144
Solar #2,Abandoned and Sealed,Higgins Charles L,Solar Excavating Inc,Coal (Bituminous),36.8447,-95.2122
Douglas Rutter,Intermittent,Douglas D  Rutter,Douglas Rutter,Construction Sand and Gravel,43.198611,-95.209444
Caldwell Pit,Abandoned,Grupo Cementos de Chihuahua SA de CV,GCC Ready Mix,Construction Sand and Gravel,43.929444,-95.1925
Miss Margie,Intermittent,Robert A  Hemker; Travis R  Hemker,Brannt Valley Excavating,Construction Sand and Gravel,43.929444,-95.1925
Densimix Holding Corporation,Active,Prince Minerals Inc,Densimix Holding Corporation,Iron Ore,29.757222,-95.188888
KK015 ,Intermittent,Duininck Companies,"Duininck Bros, Inc",Construction Sand and Gravel,44.941111,-95.188333
KS005 ,Abandoned,Duininck Companies,"Duininck Bros, Inc",Construction Sand and Gravel,44.941111,-95.188333
KK 016,Intermittent,Duininck Companies,"Duininck Bros., Inc.","Crushed, Broken Stone NEC",44.941111,-95.188333
KS017,Intermittent,Duininck Companies,"Duininck, Inc",Construction Sand and Gravel,44.938333,-95.186944
Prinsburg Shop,Active,Duininck Companies,"Duininck Bros, Inc",Construction Sand and Gravel,44.938333,-95.186944
KK017,Intermittent,Duininck Companies,Duininck Bros.,Construction Sand and Gravel,44.938333,-95.186944
Portable Screen Plant,Intermittent,Duininck Companies,"Duininck Bros, Inc",Construction Sand and Gravel,44.938333,-95.186944
KK010,Intermittent,Duininck Companies,Duininck Brothers Inc,Construction Sand and Gravel,44.938321,-95.186847
KK012 ,Intermittent,Duininck Companies,"Duininck Bros, Inc",Construction Sand and Gravel,44.938321,-95.186847
KK-018,Intermittent,Duininck Companies,"Duininck, Inc.",Construction Sand and Gravel,44.938321,-95.186847
KS022,Intermittent,Duininck Companies,Duininck Bros Inc,Construction Sand and Gravel,44.938321,-95.186847
KK020,Intermittent,Duininck Companies,"Duininck, Inc.",Construction Sand and Gravel,44.938321,-95.186847
KK019,Intermittent,Duininck Companies,"Duininck, Inc",Construction Sand and Gravel,44.938321,-95.186847
Houston Sales Yard,Active,Vulcan Materials Company,"Vulcan Construction Materials, L.P.","Crushed, Broken Stone NEC",29.752777,-95.185
Houston Plant,Active,John H  Waters,Cimbar Performance Minerals,Barite Barium Ore,29.752777,-95.185
Stigler No 9,Abandoned and Sealed,Porter J F Jr,Garland Coal & Mining Company,Coal (Bituminous),35.266667,-95.183333
Alpine No 5 Tamaha,Abandoned,Wilson Clay,Alpine Construction Corp,Coal (Bituminous),35.266667,-95.183333
Triple PG Sand ,Active,Prabhakar  Guniganti,"Triple PG Sand Development, LLC",Construction Sand and Gravel,30.090277,-95.181388
Alajoki Pit,Intermittent,Roger W  Alajoki; Philip J  Alajoki,"Alajoki Sand & Gravel, Inc.",Construction Sand and Gravel,46.787777,-95.180277
Hueni Plant,Abandoned,Rasmussen Group Inc,Hallett Materials,Construction Sand and Gravel,30.096666,-95.176388
Washington Mine,Abandoned and Sealed,Karna Wesley W,Great American Coal Company,Coal (Bituminous),35.1694,-95.175
TROUP,Active,S C R-Sibelco Nv,Unimin Corporation,Common Clays NEC,32.154166,-95.171111
PORTABLE CRUSHER #1,Intermittent,Bernie  Cohrs,Cohrs Construction Inc,Construction Sand and Gravel,43.499999,-95.167965
Alpine #8,Abandoned and Sealed,Wilson Clay,Alpine Construction Corp,Coal (Bituminous),35.166667,-95.166667
John Adams Mine,Abandoned,Karna Wesley W,Great American Coal Company,Coal (Bituminous),35.133333,-95.166667
Alpine #12,Abandoned,Wilson Clay,Alpine Construction Corp,Coal (Bituminous),35.1561,-95.1653
Scott Quarry,Active,Rick D  Bumpers,Stigler Stone Co. Inc.,"Crushed, Broken Stone NEC",35.258611,-95.164167
Wagnon,Abandoned,David E  Baker,Oklahoma Sandstone LLC,Dimension Sandstone,35.258611,-95.164166
Panther Mountain Rock,Abandoned,Marvin  Cloud; (Clayton) Spanky  Browne,Panther Mountain Rock,Dimension Stone NEC,34.895833,-95.156111
LeLoup Quarry,Active,Jon  Penny; William J  Penny,"Penny's Aggregates, Inc.","Crushed, Broken Limestone NEC",38.644444,-95.155833
Owen Valley Quarry,Abandoned,Rogers Group Inc,Rogers Group Inc,"Crushed, Broken Limestone NEC",43.242222,-95.150278
Danger Creek,Abandoned,Hanes Floyd,Randall & Blake Of Oklahoma Inc,Coal (Bituminous),35.1083,-95.15
Winfield South Strip,NonProducing,Energy Future Holdings Corporation,Luminant Mining Co LLC ,Coal (Lignite),33.161667,-95.146944
Hulbert,Active,James A  Kemp; Melinda S  Kemp,"Kemp Stone, Inc.","Crushed, Broken Limestone NEC",35.932596,-95.141348
Houston Plant,Active,Newpark Resources Inc,Excalibar Minerals LLC,Barite Barium Ore,29.761666,-95.141111
Watson #4,Intermittent,Chris C  Watson,Bedrock Stone ,Dimension Limestone,35.258333,-95.135833
Marquette Pit,Intermittent,Thomas H  Marquette,Wadena Asphalt Inc,Construction Sand and Gravel,46.50776,-95.135374
Bloch Pit,Intermittent,Mark  Amundson,Amundson Dig,Construction Sand and Gravel,43.875,-95.134166
Thomas Jefferson Mine,Abandoned,Karna Wesley W,Great American Coal Company,Coal (Bituminous),35.166667,-95.133333
Stigler Plant,Abandoned,Gaither Betty,Taloka Mining Company,Coal (Bituminous),35.2583,-95.1333
Windmill Quarry,Abandoned,Daniel Romualdo  Soto,"DRS Rock Materials, LLC",Dimension Stone NEC,30.260555,-95.132222
SWILLEY PIT & PLANT,Active,W A  Keckley,Specialty Sand Company,"Sand, Common",29.885,-95.130277
Crusher,Temporarily Idled,Ben  Olson,Ben Olson,Construction Sand and Gravel,46.674166,-95.129444
"WEDEKING PIT & PLANT, INC.",Intermittent,Herman D  Wedeking,Wedeking Pit & Plant Inc,Construction Sand and Gravel,43.320547,-95.129374
#02-160-Pit/Menahga Concrete Prod Inc,Intermittent,Robert  Berttunen,"Menahga Concrete Products, Inc.",Construction Sand and Gravel,46.703028,-95.125516
Houston Mill ,Active,Imerys S A,"Imerys Talc America, Inc.",Talc,29.859722,-95.124167
Bailes/Roy,Intermittent,James R  Parker,Parker & Sons Stone LLC,Dimension Stone NEC,35.253611,-95.123056
PARKER & SONS STONE LLC,Abandoned,James R  Parker,PARKER & SONS STONE LLC,Dimension Limestone,35.253611,-95.123055
Stigler McGee Creek,Abandoned,Eddie  Bailey; Kenny  Hogan,McGee Creek Rock & Stone,Dimension Mica,35.253611,-95.123055
Bailes #2,Abandoned,James R  Parker,"Parker & Sons Stone, LLC",Dimension Stone NEC,35.253611,-95.123055
Taloka Stone,Intermittent,Ted A  Falconer,Taloka Stone Inc.,Dimension Sandstone,35.253611,-95.123055
A-1 Stone,Active,Pamela L  Cogburn,A-1 Stone,Dimension Sandstone,35.253611,-95.123055
Warren No. 1,Abandoned,Jarrod  Coyle,Coyle Production Company,Dimension Stone NEC,35.253611,-95.123055
Stigler #1,Active,Johnny W Morris; Everett B Morris,Morris Stone Company,Dimension Stone NEC,35.253708,-95.123017
Oldham Ranch #1,Active,Bobby N  Oldham,Oldham Enterprises LLC,Dimension Traprock,35.253708,-95.123017
Watson #3,Intermittent,Chris C  Watson,Bedrock Stone,Dimension Sandstone,35.253708,-95.123017
Capitol Stone No 1,Intermittent,William Andrew  Skeith,Capitol Stone LLC,Dimension Sandstone,35.253708,-95.123017
Gore Quarry ,Active,Randy  Duffield; Larry  Duffield,Souter Construction Company Inc,"Crushed, Broken Limestone NEC",35.529167,-95.117222
Watts Pit,Active,Mary E  Matthews,T & M Sand & Gravel,Construction Sand and Gravel,35.529166,-95.117222
Gordy Serbus & Sons ,Intermittent,Gordy  Serbus,Gordy Serbus & Sons Gravel LLC,Construction Sand and Gravel,44.539404,-95.116942
Crusher #1,Intermittent,William  Schmidt,"Schmidt Construction, Inc.",Construction Sand and Gravel,44.539404,-95.116942
Carol Jo #2,Abandoned and Sealed,Arnold Herbert Iii,Cimarron Coal Company,Coal (Bituminous),35.216667,-95.116667
Ozark Materials,Intermittent,Brad  Eastman,Ozark Materials,Construction Sand and Gravel,36.278888,-95.115277
Washplant,Intermittent,Robert  Berttunen,"Menahga Concrete Products, Inc.",Construction Sand and Gravel,46.703131,-95.113913
MIDLAND QUARRY,Abandoned,Gary  Servaes,Gary Servaes Enterprises,"Crushed, Broken Limestone NEC",39.498889,-95.110278
Moench,Temporarily Idled,Duane C  Moench,Moench Excavating,Construction Sand and Gravel,46.383611,-95.107777
McAfee Quarry,Abandoned,Ken W  Ideker; Paul  Ideker,Greenfield Construction LLC,"Crushed, Broken Limestone NEC",40.0825,-95.107222
Ryan Mine,Abandoned,Roger E  Dahlgren,K & R Coal Company,Coal (Bituminous),35.2033,-95.1047
Windom & Buhlers,Abandoned,Grupo Cementos de Chihuahua SA de CV,GCC Ready Mix,Construction Sand and Gravel,43.876666,-95.103888
The Alpha Mine,Abandoned and Sealed,Robert  Caylor,Oswego Coal Company Inc,Coal (Bituminous),37.133333,-95.1
Alpha,Abandoned and Sealed,Race James Q,Ranchers Coal Company Inc,Coal (Bituminous),37.133333,-95.1
Rosehill #11,Abandoned and Sealed,Porter J F Jr,Garland Coal & Mining Company,Coal (Bituminous),35.183333,-95.1
Alpine No 6 Rose Hill,Abandoned and Sealed,Wilson Clay,Alpine Construction Corp,Coal (Bituminous),35.183333,-95.1
Portable Wash Plant,Abandoned,Herb L  Scheffler,L & S Const. Corp.,Dimension Granite,44.216944,-95.098055
Winfield North Strip,Active,Energy Future Holdings Corporation,Luminant Mining Co LLC ,Coal (Lignite),33.190278,-95.096667
Atchison Quarry,Active,Gary  Servaes,Gary Servaes Enterprises,"Crushed, Broken Limestone NEC",39.594722,-95.096111
Welch Rail Facility,Abandoned,Race James Q,Ranchers Coal Company Inc,Coal (Bituminous),36.9033,-95.0942
Whetrock Inc,Intermittent,Roger D  Whetstine Jr,Whetrock Inc,"Crushed, Broken Sandstone",39.7875,-95.091667
Lequire South #1,Intermittent,Billy D  Baldwin,Rock-It Natural Stone,Dimension Stone NEC,35.075277,-95.091111
Lake View  Boyer,Active,CRH PLC,Hallett Materials,Construction Sand and Gravel,42.271944,-95.090556
Portable Wash Plant #1,Abandoned,Chad  Mohr,Bedrock Gravel Inc,Construction Sand and Gravel,42.271944,-95.090555
Tallman,Intermittent,Craig County-OK,Craig County District #2,Common Shale,36.8875,-95.089444
Hanna's Bend Aggregate,Active,Robert  Herrington; Chad  Herrington,Hanna's Bend Aggregate,Construction Sand and Gravel,30.341389,-95.085556
Romayor Sand,Abandoned,Charles M  Hill,Romayor Aggregates Inc.,Construction Sand and Gravel,30.332777,-95.085555
Dolen Plant,Active,Robert B  Baker,Dolen Specialty Sand Products LLC,"Sand, Industrial NEC",30.332777,-95.085555
Macey Pit,Intermittent,Mark  Macey; Kenneth  Macey,Macey Construction Co Inc,Construction Sand and Gravel,45.801472,-95.081775
Cleveland Plant #9,Active,Lee  McCarty; Dan  McCarty,Multisource Sand & Gravel LTD,Construction Sand and Gravel,30.346666,-95.080833
TURKEY CREEK,Abandoned,Michael D  Mote,TURKEY CREEK STONE,"Crushed, Broken Stone NEC",34.950833,-95.080277
