VIOLATOR_TYPE_CD,MINE_TYPE,COAL_METAL_IND,SIG_SUB,LIKELIHOOD,INJ_ILLNESS,NO_AFFECTED,NEGLIGENCE,SPECIAL_ASSESS,PRIMARY_OR_MILL,ASMT_GENERATED_IND,CONTESTED_IND,VIOLATOR_VIOLATION_CNT,VIOLATOR_INSPECTION_DAY_CNT,ACTIVITY,ACTIVE_SECTIONS,IDLE_SECTIONS,SHAFT_SLOPE_SINK,IMPOUND_CONSTR,BLDG_CONSTR_SITES,DRAGLINES,UNCLASSIFIED_CONSTR,CO_RECORDS,SURF_UG_MINE,SURF_FACILITY_MINE,REFUSE_PILES,EXPLOSIVE_STORAGE,OUTBY_AREAS,MAJOR_CONSTR,SHAFTS_SLOPES,IMPOUNDMENTS,MISC_AREA,PROGRAM_AREA,SAMPLE_CNT_AIR,SAMPLE_CNT_DUSTSPOT,SAMPLE_CNT_DUSTSURVEY,SAMPLE_CNT_RESPDUST,SAMPLE_CNT_NOISE,SAMPLE_CNT_OTHER,NBR_INSPECTORS,TOTAL_ON_SITE_HOURS,TOTAL_INSP_HOURS,COAL_METAL_IND,TOTAL_ON_SITE_HRS_SPVR_TRAINEE,TOTAL_INSP_HRS_SPVR_TRAINEE,PRIMARY_SIC,PRIMARY_CANVASS,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,AVG_MINE_HEIGHT,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS
Operator,Surface,M,N,Unlikely,LostDays,2,ModNegligence,N,Primary,N,N,3,2,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,21,11,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,1,8,5,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,6,4,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,29,15,M,0,0,"Crushed, Broken Stone NEC",Stone,Y,53,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,LowNegligence,N,Primary,N,N,5,6,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,15,7,M,0,0,"Crushed, Broken Stone NEC",Stone,Y,53,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,7,2,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,23,9,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,41,1,0,0,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,HighNegligence,N,Primary,N,N,4,3,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,39,16,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,1,8,5,0,4,Y,0,N,N,N
Contractor,Facility,M,N,Unlikely,LostDays,1,LowNegligence,N,Mill,N,N,0,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,68,35,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Operator,Facility,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,Y,0,21,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,2,55,29,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Operator,Facility,M,N,Unlikely,LostDays,1,LowNegligence,N,Primary,N,N,0,29,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,48,30,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Contractor,Facility,M,N,NoLikelihood,NoLostDays,0,HighNegligence,N,Primary,N,N,2,0,"Spot Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Spot Inspection",0,0,0,0,0,0,1,2,0,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Operator,Facility,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,3,32,"Non-Fatal Accident Investigation",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Non-Fatal Accident Investigation",0,0,0,0,0,0,2,28,5,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Contractor,Facility,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,9,0,"Verbal Hazard Complaint Inspections",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Verbal Hazard Complaint Inspections",0,0,0,0,0,0,0,0,0,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,6,3,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,20,11,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,16,5,8,1,0,9,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,ModNegligence,N,Primary,N,N,7,5,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,21,8,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,16,5,8,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,3,5,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,20,8,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,16,5,8,1,0,9,Y,0,N,N,N
Operator,Facility,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,9,13,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,39,18,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,NoNegligence,N,Primary,N,N,8,5,"Spot Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Spot Inspection",0,0,0,0,0,0,1,22,5,M,0,0,"Crushed, Broken Stone NEC",Stone,Y,53,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,LowNegligence,N,Primary,N,Y,6,6,"Spot Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Spot Inspection",0,0,0,0,0,0,1,2,0,M,0,0,"Crushed, Broken Stone NEC",Stone,Y,53,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,LowNegligence,N,Primary,N,N,5,4,"Spot Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Spot Inspection",0,0,0,0,0,0,1,1,0,M,0,0,"Crushed, Broken Stone NEC",Stone,Y,53,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,Y,5,3,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,12,8,M,0,0,"Crushed, Broken Stone NEC",Stone,Y,53,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,9,4,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,17,12,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,1,8,5,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,LowNegligence,N,Primary,N,N,5,3,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,22,9,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,1,8,5,0,4,Y,0,N,N,N
Operator,Facility,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,19,24,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,41,27,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Operator,Facility,M,N,Unlikely,LostDays,1,ModNegligence,N,Mill,N,N,10,16,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,49,35,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Contractor,Facility,M,N,NoLikelihood,NoLostDays,0,LowNegligence,N,Primary,N,N,0,0,"Non-Fatal Accident Investigation",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Non-Fatal Accident Investigation",0,0,0,0,0,0,1,23,19,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Operator,Facility,M,Y,Reasonably,Permanent,2,LowNegligence,N,Primary,N,N,19,31,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,64,45,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,ModNegligence,N,Primary,N,N,5,2,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,2,7,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,16,5,8,1,0,9,Y,0,N,N,N
Operator,Facility,M,N,Unlikely,LostDays,1,ModNegligence,N,Mill,N,N,14,17,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,4,125,68,M,0,0,"Gold Ore",Metal,N,,7,12,2,2,164,N,0,N,N,N
Operator,Facility,C,N,Unlikely,LostDays,1,ModNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,N,Y,Y,N,N,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,26,21,C,0,0,"Coal (Anthracite)",Coal,N,,0,0,0,0,0,N,0,N,N,N
Operator,Surface,C,N,Unlikely,LostDays,1,ModNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,N,Y,N,N,N,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,15,10,C,0,0,"Coal (Anthracite)",Coal,N,,5,10,1,0,2,N,60,N,N,N
Contractor,Surface,C,N,Unlikely,NoLostDays,1,LowNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,N,Y,N,N,N,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,19,14,C,0,0,"Coal (Anthracite)",Coal,N,,5,10,1,0,2,N,60,N,N,N
Operator,Surface,C,N,Unlikely,NoLostDays,3,ModNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,N,Y,N,N,N,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,20,14,C,0,0,"Coal (Anthracite)",Coal,N,,5,10,1,0,2,N,60,N,N,N
Operator,Surface,C,N,Unlikely,NoLostDays,3,ModNegligence,N,,N,N,0,17,"Regular Inspection",1,0,0,0,0,0,0,Y,N,Y,N,N,N,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,19,15,C,0,0,"Coal (Anthracite)",Coal,N,,5,10,1,0,2,N,60,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,1,LowNegligence,N,,N,N,0,0,"VENTILATION TECHNICAL INVESTIGATION",0,0,0,0,0,0,0,Y,Y,N,N,N,Y,N,N,N,N,"Coal--VENTILATION TECHNICAL INVESTIGATION",0,0,0,0,0,0,1,10,6,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Facility,C,N,Unlikely,Permanent,1,LowNegligence,N,,N,N,0,10,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,Y,N,Y,N,N,N,N,N,Y,N,"Coal--Regular Safety and Health Inspection",0,0,0,0,0,0,1,50,22,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,0,N,N,N
Operator,Surface,C,N,NoLikelihood,NoLostDays,0,ModNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,N,Y,N,N,N,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,9,8,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,36,N,N,N
Operator,Surface,C,Y,Reasonably,LostDays,1,HighNegligence,N,,N,N,0,0,"SPOT INSPECTION",1,0,0,0,0,0,0,N,N,Y,N,N,N,N,N,N,N,"Coal--SPOT INSPECTION",0,0,0,0,0,0,1,13,6,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,36,N,N,N
Operator,Surface,C,Y,Reasonably,LostDays,1,LowNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,N,Y,N,N,N,N,N,N,Y,"Coal--Regular Inspection",0,0,0,0,0,0,1,14,11,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,36,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"Regular Inspection",5,0,0,0,0,0,0,Y,Y,N,N,Y,Y,N,Y,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,6,991,642,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,0,Y,N,Y,N,N,Y,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,9,5,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"VENTILATION TECHNICAL INSPECTION",2,0,0,0,0,0,0,Y,Y,N,N,N,Y,N,Y,N,N,"Coal--VENTILATION TECHNICAL INSPECTION",0,0,0,0,0,0,1,69,41,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Facility,C,N,Unlikely,LostDays,1,LowNegligence,N,,N,N,0,12,"ELECTRICAL SPOT INSPECTION",0,0,0,0,0,0,0,Y,Y,N,N,N,N,N,N,N,N,"Coal--ELECTRICAL SPOT INSPECTION",0,0,0,0,0,0,1,10,7,C,0,0,"Coal (Bituminous)",Coal,N,,5,8,1,0,3,N,0,N,N,N
Operator,Facility,C,N,Unlikely,LostDays,1,LowNegligence,N,,N,N,0,12,"Regular Inspection",1,0,0,0,0,0,0,Y,N,Y,N,N,N,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,20,11,C,0,0,"Coal (Bituminous)",Coal,N,,5,8,1,0,3,N,0,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"CODE-A-PHONE SPOT INSPECTION",0,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--CODE-A-PHONE SPOT INSPECTION",0,0,0,0,0,0,1,18,11,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"SPOT INSPECTION",0,0,0,0,0,0,0,Y,N,N,N,N,Y,N,N,N,N,"Coal--SPOT INSPECTION",0,0,0,0,0,0,1,3,2,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,11,9,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,12,10,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,9,7,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,10,8,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,11,9,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,10,8,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,10,8,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,11,9,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,9,7,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,11,9,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,10,8,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,10,8,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,9,7,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,10,8,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,10,8,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,0,Y,N,N,N,N,N,N,N,N,N,"Coal--103(I) SPOT (5-DAY) INSPECTION",0,0,0,0,0,0,1,8,6,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,ModNegligence,N,,N,N,0,0,"Regular Inspection",5,0,0,0,0,0,0,Y,Y,N,N,Y,Y,N,Y,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,6,839,548,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,4,HighNegligence,N,,N,Y,0,0,"ACCIDENT PREVENTION SPOT INSPECTION",5,0,0,0,0,0,0,Y,N,N,N,N,Y,N,Y,N,N,"Coal--ACCIDENT PREVENTION SPOT INSPECTION",0,0,0,0,0,0,4,434,335,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,84,N,N,N
Operator,Facility,C,N,Unlikely,LostDays,0,LowNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,N,Y,N,N,N,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,16,9,C,0,0,"Coal (Bituminous)",Coal,N,,5,8,1,0,3,N,0,N,N,N
Operator,Underground,C,Y,Reasonably,Permanent,7,ModNegligence,N,,N,N,0,0,"VENTILATION TECHNICAL INSPECTION",0,0,0,0,0,0,0,Y,N,N,N,N,Y,N,N,N,N,"Coal--VENTILATION TECHNICAL INSPECTION",0,0,0,0,0,0,1,14,4,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,46,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,Y,N,N,Y,Y,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,5,111,70,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,46,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,Y,N,N,Y,Y,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,70,41,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,46,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,ModNegligence,N,,N,N,0,0,"ACCIDENT PREVENTION SPOT INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,Y,N,N,N,N,"Coal--ACCIDENT PREVENTION SPOT INSPECTION",0,0,0,0,0,0,1,58,35,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,46,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,LowNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,Y,N,N,Y,Y,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,97,72,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,46,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,1,ModNegligence,N,,N,N,0,0,"ACCIDENT PREVENTION SPOT INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,Y,N,N,N,N,"Coal--ACCIDENT PREVENTION SPOT INSPECTION",0,0,0,0,0,0,1,26,21,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,46,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,LowNegligence,N,,N,N,0,0,"Regular Inspection",1,0,0,0,0,0,0,Y,Y,N,N,Y,Y,N,N,N,N,"Coal--Regular Inspection",0,0,0,0,0,0,1,133,90,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,46,N,N,N
Operator,Underground,C,Y,Reasonably,LostDays,1,LowNegligence,N,,N,N,0,0,"ROOF CONTROL TECHNICAL INSPECTION",1,0,0,0,0,0,0,Y,N,N,N,N,Y,N,N,N,N,"Coal--ROOF CONTROL TECHNICAL INSPECTION",0,0,0,0,0,0,1,28,17,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,46,N,N,N
Operator,Underground,C,N,Unlikely,NoLostDays,0,LowNegligence,N,,N,N,0,0,"ROOF CONTROL TECHNICAL INVESTIGTION",1,0,0,0,0,0,0,Y,N,Y,N,N,Y,N,N,N,N,"Coal--ROOF CONTROL TECHNICAL INVESTIGTION",0,0,0,0,0,0,1,26,16,C,0,0,"Coal (Bituminous)",Coal,N,,0,0,0,0,0,N,46,N,N,N
